Date,CL1 Comdty - Last Price,Date,CO1 Comdty - Last Price,Date,NG1 Comdty - Last Price,Date,XB1 Comdty - Last Price,Date,HO1 Comdty - Last Price,Date,QS1 Comdty - Last Price,Date,MO1 Comdty - Last Price,Date,GC1 Comdty - Last Price,Date,SI1 Comdty - Last Price,Date,HG1 Comdty - Last Price,Date,LMCADS03 Comdty - Last Price,Date,LMAHDS03 Comdty - Last Price,Date,LMZSDS03 Comdty - Last Price,Date,LMSNDS03 Comdty - Last Price,Date,C 1 Comdty - Last Price,Date,W 1 Comdty - Last Price,Date,O 1 Comdty - Last Price,Date,S 1 Comdty - Last Price,Date,SM1 Comdty - Last Price
,,,,3/22/1996,2.863,,,3/25/1996,63.2,10/9/1996,246,,,3/26/1996,400.5,3/25/1996,5.622,3/25/1996,116,5/23/1996,2428,5/21/1996,1584,5/22/1996,1060,5/29/1996,6300,4/22/1996,470.00,4/25/1996,696.50,2/23/1996,219.00,4/24/1996,810.00,4/22/1996,256.9
,,,,3/21/1996,2.74,,,3/22/1996,62.65,10/8/1996,247,,,3/25/1996,399,3/22/1996,5.62,3/22/1996,116.25,5/22/1996,2430,5/20/1996,1580,5/21/1996,1063,5/28/1996,6230,4/19/1996,458.00,4/24/1996,676.50,2/22/1996,211.75,4/23/1996,812.25,4/19/1996,252.9
,,,,3/20/1996,2.574,,,3/21/1996,61.33,10/7/1996,247.25,,,3/22/1996,398.9,3/21/1996,5.598,3/21/1996,117.9,5/21/1996,2430,5/17/1996,1621,5/20/1996,1055,5/24/1996,6260,4/18/1996,460.50,4/23/1996,653.50,2/21/1996,215.25,4/22/1996,813.50,4/18/1996,255.9
,,,,3/19/1996,2.523,,,3/20/1996,63.12,10/4/1996,245.5,,,3/21/1996,398.7,3/20/1996,5.554,3/20/1996,117.9,5/20/1996,2418,5/16/1996,1630,5/17/1996,1064,5/23/1996,6295,4/17/1996,448.50,4/22/1996,628.00,2/20/1996,215.00,4/19/1996,799.75,4/17/1996,248.8
,,,,3/18/1996,2.511,,,3/19/1996,62.26,10/3/1996,246.75,,,3/20/1996,396.5,3/19/1996,5.504,3/19/1996,117.7,5/17/1996,2517,5/15/1996,1638,5/16/1996,1076,5/22/1996,6250,4/16/1996,444.50,4/19/1996,608.00,2/16/1996,218.50,4/18/1996,813.25,4/16/1996,245.2
,,,,3/15/1996,2.333,,,3/18/1996,60.28,10/2/1996,243.25,,,3/19/1996,396,3/18/1996,5.534,3/18/1996,118.6,5/16/1996,2643,5/14/1996,1645,5/15/1996,1073,5/21/1996,6240,4/15/1996,455.50,4/18/1996,600.50,2/15/1996,218.00,4/17/1996,784.00,4/15/1996,249.9
,,,,3/14/1996,2.247,,,3/15/1996,57.87,10/1/1996,235.75,,,3/18/1996,396.3,3/15/1996,5.576,3/15/1996,118.45,5/15/1996,2650,5/13/1996,1663,5/14/1996,1074,5/20/1996,6200,4/12/1996,451.00,4/17/1996,571.00,2/14/1996,216.50,4/16/1996,773.00,4/12/1996,252.9
,,,,3/13/1996,2.24,,,3/14/1996,55.07,9/30/1996,232.5,,,3/15/1996,396.9,3/14/1996,5.557,3/14/1996,118.35,5/14/1996,2673,5/10/1996,1670,5/13/1996,1070,5/17/1996,6310,4/11/1996,444.50,4/16/1996,566.75,2/13/1996,212.00,4/15/1996,789.75,4/11/1996,249.4
,,,,3/12/1996,2.168,,,3/13/1996,54.59,9/27/1996,228.5,,,3/14/1996,396.5,3/13/1996,5.593,3/13/1996,120.1,5/13/1996,2685,5/9/1996,1666,5/10/1996,1072,5/16/1996,6380,4/10/1996,444.50,4/15/1996,586.75,2/12/1996,210.75,4/12/1996,796.00,4/10/1996,250.1
,,,,3/11/1996,2.178,,,3/12/1996,54.83,9/26/1996,231.75,,,3/13/1996,397.7,3/12/1996,5.552,3/12/1996,121.4,5/10/1996,2676,5/8/1996,1672,5/9/1996,1070,5/15/1996,6485,4/9/1996,435.00,4/12/1996,582.50,2/9/1996,209.75,4/11/1996,788.50,4/9/1996,245.8
,,,,3/8/1996,2.095,,,3/11/1996,55.15,9/25/1996,225,,,3/12/1996,397.5,3/11/1996,5.482,3/11/1996,120.35,5/9/1996,2672,5/7/1996,1655,5/8/1996,1082,5/14/1996,6555,4/8/1996,435.75,4/11/1996,563.50,2/8/1996,206.75,4/10/1996,794.50,4/8/1996,248.7
,,,,3/7/1996,2.128,,,3/8/1996,53.44,9/24/1996,223.25,,,3/11/1996,396.7,3/8/1996,5.479,3/8/1996,120.9,5/8/1996,2696,5/3/1996,1646,5/7/1996,1078,5/13/1996,6585,4/4/1996,426.50,4/10/1996,549.75,2/7/1996,207.75,4/9/1996,778.75,4/4/1996,243.2
,,,,3/6/1996,2.188,,,3/7/1996,53.78,9/23/1996,218.25,,,3/8/1996,398.2,3/7/1996,5.41,3/7/1996,118.2,5/7/1996,2667,5/2/1996,1646,5/3/1996,1074,5/10/1996,6575,4/3/1996,424.25,4/9/1996,529.75,2/6/1996,217.25,4/8/1996,781.25,4/3/1996,240.7
,,,,3/5/1996,2.174,,,3/6/1996,54.22,9/20/1996,214,,,3/7/1996,396.4,3/6/1996,5.364,3/6/1996,118.1,5/3/1996,2631,5/1/1996,1636,5/2/1996,1060,5/9/1996,6560,4/2/1996,414.25,4/8/1996,525.25,2/5/1996,213.75,4/4/1996,765.50,4/2/1996,238.3
,,,,3/4/1996,2.24,,,3/5/1996,53,9/19/1996,215.5,,,3/6/1996,394.4,3/5/1996,5.348,3/5/1996,117.95,5/2/1996,2617,4/30/1996,1627,5/1/1996,1051,5/8/1996,6605,4/1/1996,416.50,4/4/1996,522.50,2/2/1996,222.75,4/3/1996,764.75,4/1/1996,241.8
,,,,3/1/1996,2.156,,,3/4/1996,52.15,9/18/1996,218.5,,,3/5/1996,394.6,3/4/1996,5.373,3/4/1996,119.15,5/1/1996,2606,4/29/1996,1631.5,4/30/1996,1054,5/7/1996,6605,3/29/1996,409.00,4/3/1996,523.00,2/1/1996,224.25,4/2/1996,756.00,3/29/1996,238.6
,,,,2/29/1996,2.236,,,3/1/1996,53.42,9/17/1996,214.5,,,3/4/1996,395.2,3/1/1996,5.495,3/1/1996,118.05,4/30/1996,2596,4/26/1996,1621,4/29/1996,1062,5/3/1996,6580,3/28/1996,399.25,4/2/1996,512.00,1/31/1996,225.50,4/1/1996,761.00,3/28/1996,230.7
,,,,2/28/1996,2.306,,,2/29/1996,61.81,9/16/1996,213.75,,,3/1/1996,400.2,2/29/1996,5.497,2/29/1996,116.75,4/29/1996,2601,4/25/1996,1619,4/26/1996,1066,5/2/1996,6580,3/27/1996,399.25,4/1/1996,511.50,1/30/1996,226.25,3/29/1996,751.00,3/27/1996,230.9
,,,,2/27/1996,2.326,,,2/28/1996,59.68,9/13/1996,221.75,,,2/29/1996,401.2,2/28/1996,5.483,2/28/1996,114.55,4/26/1996,2608,4/24/1996,1609,4/25/1996,1074,5/1/1996,6590,3/26/1996,396.75,3/29/1996,499.25,1/29/1996,221.75,3/28/1996,739.00,3/26/1996,230.6
,,,,2/26/1996,2.338,,,2/27/1996,64.28,9/12/1996,221.75,,,2/28/1996,402.1,2/27/1996,5.452,2/27/1996,116.1,4/25/1996,2610,4/23/1996,1607,4/24/1996,1064,4/30/1996,6480,3/25/1996,393.50,3/28/1996,497.50,1/26/1996,215.00,3/27/1996,740.00,3/25/1996,228.5
,,,,2/23/1996,2.746,,,2/26/1996,62.85,9/11/1996,221.75,,,2/27/1996,398.3,2/26/1996,5.477,2/26/1996,114.95,4/24/1996,2605,4/22/1996,1596,4/23/1996,1066,4/29/1996,6540,3/22/1996,390.00,3/27/1996,500.75,1/25/1996,211.50,3/26/1996,737.50,3/22/1996,228.8
,,,,2/22/1996,2.623,,,2/23/1996,60.66,9/10/1996,218,,,2/26/1996,399.3,2/23/1996,5.452,2/23/1996,116.2,4/23/1996,2605,4/19/1996,1595,4/22/1996,1059,4/26/1996,6570,3/21/1996,387.75,3/26/1996,503.00,1/24/1996,217.75,3/25/1996,732.25,3/21/1996,226.6
,,,,2/21/1996,2.447,,,2/22/1996,60.53,9/9/1996,217.25,,,2/23/1996,398.4,2/22/1996,5.525,2/22/1996,116,4/22/1996,2598,4/18/1996,1602,4/19/1996,1064,4/25/1996,6595,3/20/1996,396.50,3/25/1996,490.75,1/23/1996,217.50,3/22/1996,730.50,3/20/1996,219.2
,,,,2/20/1996,2.321,,,2/21/1996,58.84,9/6/1996,219.75,,,2/22/1996,399.8,2/21/1996,5.58,2/21/1996,114.05,4/19/1996,2606,4/17/1996,1609,4/18/1996,1055,4/24/1996,6525,3/19/1996,398.25,3/22/1996,481.75,1/22/1996,217.75,3/21/1996,721.75,3/19/1996,220.5
,,,,2/16/1996,2.441,,,2/20/1996,56.39,9/5/1996,212.75,,,2/21/1996,402.1,2/20/1996,5.53,2/20/1996,113.75,4/18/1996,2574,4/16/1996,1604,4/17/1996,1067,4/23/1996,6625,3/18/1996,393.50,3/21/1996,480.75,1/19/1996,223.75,3/20/1996,708.00,3/18/1996,224
,,,,2/15/1996,2.576,,,2/16/1996,56.87,9/4/1996,207.5,,,2/20/1996,399.1,2/16/1996,5.722,2/16/1996,112.5,4/17/1996,2570,4/15/1996,1604,4/16/1996,1069,4/22/1996,6550,3/15/1996,391.25,3/20/1996,640.00,1/18/1996,219.50,3/19/1996,706.75,3/15/1996,224.4
,,,,2/14/1996,2.582,,,2/15/1996,57,9/3/1996,204.5,,,2/16/1996,405.3,2/15/1996,5.645,2/15/1996,113.65,4/16/1996,2555,4/12/1996,1625,4/15/1996,1076.5,4/19/1996,6580,3/14/1996,397.75,3/19/1996,507.00,1/17/1996,216.75,3/18/1996,718.00,3/14/1996,228
,,,,2/13/1996,2.662,,,2/14/1996,58.21,9/2/1996,207.75,,,2/15/1996,403.4,2/14/1996,5.735,2/14/1996,114.1,4/15/1996,2559,4/11/1996,1633.5,4/12/1996,1086,4/18/1996,6550,3/13/1996,395.00,3/18/1996,502.00,1/16/1996,221.00,3/15/1996,716.00,3/13/1996,228
,,,,2/12/1996,2.456,,,2/13/1996,56.74,8/30/1996,196.75,,,2/14/1996,404.2,2/13/1996,5.717,2/13/1996,113.4,4/12/1996,2560,4/10/1996,1632,4/11/1996,1089,4/17/1996,6565,3/12/1996,391.00,3/15/1996,497.00,1/15/1996,231.00,3/14/1996,720.50,3/12/1996,228.2
,,,,2/9/1996,2.551,,,2/12/1996,53.69,8/29/1996,196.75,,,2/13/1996,403,2/12/1996,5.67,2/12/1996,115.8,4/11/1996,2544,4/9/1996,1632,4/10/1996,1081,4/16/1996,6480,3/11/1996,393.75,3/14/1996,507.00,1/12/1996,226.00,3/13/1996,721.25,3/11/1996,229.2
,,,,2/8/1996,2.472,,,2/9/1996,53.62,8/28/1996,191.75,,,2/12/1996,401.2,2/9/1996,5.667,2/9/1996,117.2,4/10/1996,2502,4/4/1996,1630.5,4/9/1996,1077,4/15/1996,6475,3/8/1996,392.00,3/13/1996,515.50,1/11/1996,218.50,3/12/1996,717.25,3/8/1996,227.4
,,,,2/7/1996,2.513,,,2/8/1996,53.14,8/27/1996,189.25,,,2/9/1996,405.6,2/8/1996,5.727,2/8/1996,117.2,4/9/1996,2475,4/3/1996,1636.5,4/4/1996,1077,4/12/1996,6460,3/7/1996,390.75,3/12/1996,509.00,1/10/1996,226.50,3/11/1996,718.75,3/7/1996,229.4
,,,,2/6/1996,2.448,,,2/7/1996,52.46,8/23/1996,191,,,2/8/1996,409.1,2/7/1996,5.71,2/7/1996,118.1,4/4/1996,2476,4/2/1996,1638,4/3/1996,1067,4/11/1996,6470,3/6/1996,383.00,3/11/1996,516.25,1/9/1996,228.50,3/8/1996,712.25,3/6/1996,228.2
,,,,2/5/1996,2.168,,,2/6/1996,51.64,8/22/1996,191,,,2/7/1996,408.9,2/6/1996,5.777,2/6/1996,116.35,4/3/1996,2466,4/1/1996,1663,4/2/1996,1071,4/10/1996,6385,3/5/1996,383.25,3/8/1996,516.50,1/8/1996,224.75,3/7/1996,719.50,3/5/1996,226.6
,,,,2/2/1996,2.467,,,2/5/1996,51.6,8/21/1996,188,,,2/6/1996,412,2/5/1996,5.815,2/5/1996,116.45,4/2/1996,2489,3/29/1996,1674,4/1/1996,1076,4/9/1996,6410,3/4/1996,389.25,3/7/1996,513.25,1/5/1996,233.00,3/6/1996,716.00,3/4/1996,229.3
,,,,2/1/1996,2.499,,,2/2/1996,53.26,8/20/1996,188.25,,,2/5/1996,413,2/2/1996,5.84,2/2/1996,117.4,4/1/1996,2507,3/28/1996,1673.5,3/29/1996,1090,4/4/1996,6420,3/1/1996,393.25,3/6/1996,503.25,1/4/1996,239.50,3/5/1996,713.75,3/1/1996,232.4
,,,,1/31/1996,2.658,,,2/1/1996,52.41,8/19/1996,188.5,,,2/2/1996,414.7,2/1/1996,5.795,2/1/1996,117.4,3/29/1996,2534,3/27/1996,1671,3/28/1996,1093.5,4/3/1996,6415,2/29/1996,395.00,3/5/1996,509.25,1/3/1996,245.00,3/4/1996,720.25,2/29/1996,233.6
,,,,1/30/1996,2.504,,,1/31/1996,53.51,8/16/1996,186.5,,,2/1/1996,410.8,1/31/1996,5.588,1/31/1996,114.8,3/28/1996,2528,3/26/1996,1675.5,3/27/1996,1088,4/2/1996,6360,2/28/1996,391.75,3/4/1996,512.50,1/2/1996,246.50,3/1/1996,728.25,2/28/1996,234.5
,,,,1/29/1996,2.337,,,1/30/1996,52.28,8/15/1996,184,,,1/31/1996,405.6,1/30/1996,5.563,1/30/1996,115.45,3/27/1996,2521,3/25/1996,1674,3/26/1996,1093,4/1/1996,6465,2/27/1996,388.00,3/1/1996,515.50,12/29/1995,242.25,2/29/1996,735.00,2/27/1996,232.5
,,,,1/26/1996,2.126,,,1/29/1996,51.13,8/14/1996,184.25,,,1/30/1996,404.1,1/29/1996,5.545,1/29/1996,113.1,3/26/1996,2518,3/22/1996,1668,3/25/1996,1090,3/29/1996,6450,2/26/1996,385.00,2/29/1996,512.50,12/28/1995,240.00,2/28/1996,739.75,2/26/1996,233.7
,,,,1/25/1996,2.34,,,1/26/1996,50.93,8/13/1996,183.75,,,1/29/1996,405.8,1/26/1996,5.545,1/26/1996,112.9,3/25/1996,2514,3/21/1996,1675,3/22/1996,1087,3/28/1996,6425,2/23/1996,380.50,2/28/1996,508.00,12/27/1995,239.50,2/27/1996,737.00,2/23/1996,230.9
,,,,1/24/1996,2.493,,,1/25/1996,50.51,8/12/1996,179.75,,,1/26/1996,405.8,1/25/1996,5.585,1/25/1996,113.6,3/22/1996,2517,3/20/1996,1656,3/21/1996,1094,3/27/1996,6430,2/22/1996,375.00,2/27/1996,508.50,12/26/1995,241.75,2/26/1996,741.75,2/22/1996,227.1
,,,,1/23/1996,2.445,,,1/24/1996,52.72,8/9/1996,179.75,,,1/25/1996,406.7,1/24/1996,5.527,1/24/1996,116.2,3/21/1996,2545,3/19/1996,1645,3/20/1996,1092,3/26/1996,6445,2/21/1996,377.25,2/26/1996,506.25,12/22/1995,237.25,2/23/1996,733.75,2/21/1996,229.6
,,,,1/22/1996,2.125,,,1/23/1996,52.95,8/8/1996,181,,,1/24/1996,403.5,1/23/1996,5.575,1/23/1996,115.25,3/20/1996,2536,3/18/1996,1633,3/19/1996,1095,3/25/1996,6400,2/20/1996,379.75,2/23/1996,502.75,12/21/1995,232.25,2/22/1996,724.00,2/20/1996,229.6
,,,,1/19/1996,2.168,,,1/22/1996,53.67,8/7/1996,179.25,,,1/23/1996,403.6,1/22/1996,5.595,1/22/1996,112.75,3/19/1996,2543,3/15/1996,1641,3/18/1996,1097,3/22/1996,6345,2/16/1996,380.00,2/22/1996,495.50,12/20/1995,235.50,2/21/1996,726.75,2/16/1996,231.2
,,,,1/18/1996,2.264,,,1/19/1996,54.22,8/6/1996,180.5,,,1/22/1996,403.5,1/19/1996,5.47,1/19/1996,112.15,3/18/1996,2546,3/14/1996,1633,3/15/1996,1101,3/21/1996,6430,2/15/1996,378.25,2/21/1996,510.50,12/19/1995,234.50,2/20/1996,727.75,2/15/1996,231.4
,,,,1/17/1996,2.336,,,1/18/1996,54.37,8/5/1996,181.25,,,1/19/1996,399.9,1/18/1996,5.46,1/18/1996,114.8,3/15/1996,2541,3/13/1996,1636,3/14/1996,1091,3/20/1996,6390,2/14/1996,378.50,2/20/1996,513.00,12/18/1995,238.00,2/16/1996,730.00,2/14/1996,231.1
,,,,1/16/1996,2.074,,,1/17/1996,53.13,8/2/1996,178.25,,,1/18/1996,397.6,1/17/1996,5.515,1/17/1996,111.65,3/14/1996,2536,3/12/1996,1645,3/13/1996,1110,3/19/1996,6350,2/13/1996,371.50,2/16/1996,523.25,12/15/1995,233.75,2/15/1996,732.50,2/13/1996,225.9
,,,,1/15/1996,2.017,,,1/16/1996,52.43,8/1/1996,174.75,,,1/17/1996,400,1/16/1996,5.487,1/16/1996,112.55,3/13/1996,2566,3/11/1996,1621,3/12/1996,1115,3/18/1996,6220,2/12/1996,365.00,2/15/1996,526.00,12/14/1995,237.50,2/14/1996,734.25,2/12/1996,224.3
,,,,1/12/1996,2.317,,,1/15/1996,53.3,7/31/1996,177,,,1/16/1996,398.8,1/15/1996,5.445,1/15/1996,111.65,3/12/1996,2584,3/8/1996,1629,3/11/1996,1100,3/15/1996,6140,2/9/1996,363.00,2/14/1996,528.00,12/13/1995,235.25,2/13/1996,722.00,2/9/1996,225.5
,,,,1/11/1996,2.49,,,1/12/1996,53.57,7/30/1996,174.25,,,1/15/1996,396.1,1/12/1996,5.47,1/12/1996,112.7,3/11/1996,2566,3/7/1996,1617,3/8/1996,1095,3/14/1996,6080,2/8/1996,359.25,2/13/1996,515.25,12/12/1995,232.50,2/12/1996,717.75,2/8/1996,226.2
,,,,1/10/1996,2.809,,,1/11/1996,56.16,7/29/1996,174.75,,,1/12/1996,396.7,1/11/1996,5.53,1/11/1996,115.35,3/8/1996,2586,3/6/1996,1614,3/7/1996,1061,3/13/1996,6110,2/7/1996,361.00,2/12/1996,511.75,12/11/1995,231.75,2/9/1996,720.00,2/7/1996,227.7
,,,,1/9/1996,2.928,,,1/10/1996,59.59,7/26/1996,174.75,,,1/11/1996,399.3,1/10/1996,5.62,1/10/1996,114.8,3/7/1996,2527,3/5/1996,1624,3/6/1996,1054,3/12/1996,6100,2/6/1996,363.50,2/9/1996,513.25,12/8/1995,229.00,2/8/1996,721.50,2/6/1996,230.6
,,,,1/8/1996,2.916,,,1/9/1996,60.43,7/25/1996,178.25,,,1/10/1996,400.2,1/9/1996,5.557,1/9/1996,114.05,3/6/1996,2528,3/4/1996,1623,3/5/1996,1052,3/11/1996,6060,2/5/1996,361.50,2/8/1996,510.00,12/7/1995,225.25,2/7/1996,723.50,2/5/1996,229.1
,,,,1/5/1996,2.916,,,1/8/1996,60.64,7/24/1996,178.75,,,1/9/1996,396.9,1/8/1996,5.55,1/8/1996,117.05,3/5/1996,2537,3/1/1996,1630,3/4/1996,1055,3/8/1996,6140,2/2/1996,366.75,2/7/1996,513.50,12/6/1995,228.50,2/6/1996,729.25,2/2/1996,233.4
,,,,1/4/1996,2.964,,,1/5/1996,60.64,7/23/1996,178.75,,,1/8/1996,396.5,1/5/1996,5.55,1/5/1996,117.05,3/4/1996,2533,2/29/1996,1612,3/1/1996,1057.5,3/7/1996,6020,2/1/1996,366.50,2/6/1996,522.50,12/5/1995,226.00,2/5/1996,723.75,2/1/1996,235.3
,,,,1/3/1996,2.986,,,1/4/1996,59.28,7/22/1996,177.25,,,1/5/1996,396.5,1/4/1996,5.41,1/4/1996,114.7,3/1/1996,2522,2/28/1996,1604,2/29/1996,1054,3/6/1996,6156,1/31/1996,369.00,2/5/1996,517.75,12/4/1995,222.00,2/2/1996,739.25,1/31/1996,235.3
,,,,1/2/1996,2.859,,,1/3/1996,59.44,7/19/1996,179,,,1/4/1996,395.4,1/3/1996,5.387,1/3/1996,116.9,2/29/1996,2514,2/27/1996,1609,2/28/1996,1046,3/5/1996,6180,1/30/1996,367.75,2/2/1996,526.50,12/1/1995,222.00,2/1/1996,741.00,1/30/1996,234.6
,,,,12/29/1995,2.619,,,1/2/1996,59.93,7/18/1996,178.5,,,1/3/1996,396.2,1/2/1996,5.39,1/2/1996,118.1,2/28/1996,2492,2/26/1996,1603,2/27/1996,1047,3/4/1996,6200,1/29/1996,363.75,2/1/1996,517.50,11/30/1995,216.25,1/31/1996,738.75,1/29/1996,233.1
,,,,12/28/1995,2.509,,,12/29/1995,58.63,7/17/1996,178.5,,,1/2/1996,391.9,12/29/1995,5.207,12/29/1995,120.55,2/27/1996,2495,2/23/1996,1618,2/26/1996,1046,3/1/1996,6200,1/26/1996,357.50,1/31/1996,519.50,11/29/1995,212.00,1/30/1996,736.50,1/26/1996,230.6
,,,,12/27/1995,2.868,,,12/28/1995,60.32,7/16/1996,179.25,,,12/29/1995,388.1,12/28/1995,5.172,12/28/1995,121.75,2/26/1996,2496,2/22/1996,1621,2/23/1996,1054,2/29/1996,6160,1/25/1996,356.25,1/30/1996,526.25,11/28/1995,206.25,1/29/1996,728.00,1/25/1996,230.1
,,,,12/26/1995,2.468,,,12/27/1995,62.33,7/15/1996,176.5,,,12/28/1995,387.8,12/27/1995,5.123,12/27/1995,126.75,2/23/1996,2509,2/21/1996,1625,2/22/1996,1058,2/28/1996,6170,1/24/1996,358.75,1/29/1996,520.50,11/27/1995,206.00,1/26/1996,724.50,1/24/1996,235.2
,,,,12/22/1995,2.368,,,12/26/1995,60.5,7/12/1996,175.25,,,12/27/1995,387,12/26/1995,5.141,12/26/1995,129.45,2/22/1996,2493,2/20/1996,1623,2/21/1996,1047,2/27/1996,6220,1/23/1996,360.75,1/26/1996,506.75,11/24/1995,208.00,1/25/1996,725.50,1/23/1996,236.8
,,,,12/21/1995,3.448,,,12/22/1995,60.09,7/11/1996,178.75,,,12/26/1995,387.9,12/22/1995,5.134,12/22/1995,129.75,2/21/1996,2482,2/19/1996,1631,2/20/1996,1054,2/26/1996,6240,1/22/1996,357.75,1/25/1996,490.75,11/22/1995,206.50,1/24/1996,735.25,1/22/1996,234
,,,,12/20/1995,3.071,,,12/21/1995,60.01,7/10/1996,178.75,,,12/22/1995,387.4,12/21/1995,5.12,12/21/1995,131.4,2/20/1996,2485,2/16/1996,1644,2/19/1996,1049,2/23/1996,6280,1/19/1996,360.75,1/24/1996,491.75,11/21/1995,205.25,1/23/1996,737.50,1/19/1996,237.9
,,,,12/19/1995,2.868,,,12/20/1995,59.9,7/9/1996,174.75,,,12/21/1995,387.9,12/20/1995,5.125,12/20/1995,131.35,2/19/1996,2479,2/15/1996,1643,2/16/1996,1055,2/22/1996,6290,1/18/1996,355.00,1/23/1996,492.25,11/20/1995,207.50,1/22/1996,731.00,1/18/1996,233.6
,,,,12/18/1995,2.504,,,12/19/1995,59.23,7/8/1996,175.75,,,12/20/1995,388.8,12/19/1995,5.102,12/19/1995,130.2,2/16/1996,2468,2/14/1996,1630,2/15/1996,1058,2/21/1996,6275,1/17/1996,351.25,1/22/1996,482.25,11/17/1995,208.75,1/19/1996,737.25,1/17/1996,231.8
,,,,12/15/1995,2.364,,,12/18/1995,59.11,7/5/1996,176.5,,,12/19/1995,387.4,12/18/1995,5.133,12/18/1995,131.8,2/15/1996,2494,2/13/1996,1635,2/14/1996,1051,2/20/1996,6260,1/16/1996,354.00,1/19/1996,487.25,11/16/1995,204.25,1/18/1996,732.00,1/16/1996,232.8
,,,,12/14/1995,2.353,,,12/15/1995,57.99,7/4/1996,177.25,,,12/18/1995,387.6,12/15/1995,5.097,12/15/1995,133.15,2/14/1996,2491,2/12/1996,1665,2/13/1996,1043,2/19/1996,6270,1/15/1996,365.00,1/18/1996,483.00,11/15/1995,202.00,1/17/1996,728.50,1/15/1996,235.8
,,,,12/13/1995,2.286,,,12/14/1995,57.3,7/3/1996,172.25,,,12/15/1995,386.4,12/14/1995,5.092,12/14/1995,139.9,2/13/1996,2487,2/9/1996,1646,2/12/1996,1054,2/16/1996,6240,1/12/1996,362.75,1/17/1996,479.00,11/14/1995,200.50,1/16/1996,727.75,1/12/1996,233.3
,,,,12/12/1995,2.235,,,12/13/1995,57.69,7/2/1996,173,,,12/14/1995,386,12/13/1995,5.075,12/13/1995,136.5,2/12/1996,2530,2/8/1996,1637,2/9/1996,1057,2/15/1996,6270,1/11/1996,357.50,1/16/1996,480.00,11/13/1995,204.25,1/15/1996,736.00,1/11/1996,232.4
,,,,12/11/1995,2.193,,,12/12/1995,56.81,7/1/1996,171.75,,,12/13/1995,386.4,12/12/1995,5.129,12/12/1995,134.1,2/9/1996,2539,2/7/1996,1627,2/8/1996,1058,2/14/1996,6260,1/10/1996,362.25,1/15/1996,496.00,11/10/1995,206.75,1/12/1996,733.00,1/10/1996,233.8
,,,,12/8/1995,2.216,,,12/11/1995,56.75,6/28/1996,167.75,,,12/12/1995,388.2,12/11/1995,5.183,12/11/1995,135.15,2/8/1996,2543,2/6/1996,1608,2/7/1996,1055,2/13/1996,6222,1/9/1996,366.75,1/12/1996,498.50,11/9/1995,205.00,1/11/1996,725.75,1/9/1996,234.7
,,,,12/7/1995,2.208,,,12/8/1995,56.59,6/27/1996,168,,,12/11/1995,388.5,12/8/1995,5.189,12/8/1995,133.6,2/7/1996,2543,2/5/1996,1610,2/6/1996,1059,2/12/1996,6315,1/8/1996,360.50,1/11/1996,489.00,11/8/1995,203.00,1/10/1996,733.00,1/8/1996,231.1
,,,,12/6/1995,2.207,,,12/7/1995,55.28,6/26/1996,162,,,12/8/1995,389.9,12/7/1995,5.199,12/7/1995,133.8,2/6/1996,2527,2/2/1996,1607,2/5/1996,1075,2/9/1996,6300,1/5/1996,366.50,1/10/1996,495.00,11/7/1995,201.75,1/9/1996,736.25,1/5/1996,235.4
,,,,12/5/1995,2.225,,,12/6/1995,54.75,6/25/1996,159.25,,,12/7/1995,389,12/6/1995,5.225,12/6/1995,130.35,2/5/1996,2523,2/1/1996,1615,2/2/1996,1083,2/8/1996,6290,1/4/1996,369.00,1/9/1996,495.75,11/6/1995,200.50,1/8/1996,727.50,1/4/1996,237.3
,,,,12/4/1995,2.12,,,12/5/1995,54.22,6/24/1996,160.25,,,12/6/1995,388.9,12/5/1995,5.203,12/5/1995,131.35,2/2/1996,2528,1/31/1996,1587,2/1/1996,1084,2/7/1996,6280,1/3/1996,374.00,1/8/1996,483.50,11/3/1995,199.50,1/5/1996,744.75,1/3/1996,239.4
,,,,12/1/1995,2.069,,,12/4/1995,54.03,6/21/1996,160.5,,,12/5/1995,387.4,12/4/1995,5.162,12/4/1995,131.85,2/1/1996,2541,1/30/1996,1579,1/31/1996,1072,2/6/1996,6260,1/2/1996,373.25,1/5/1996,493.50,11/2/1995,201.25,1/4/1996,748.00,1/2/1996,237.3
,,,,11/30/1995,2.018,,,12/1/1995,52.67,6/20/1996,160.25,,,12/4/1995,386,12/1/1995,5.163,12/1/1995,132.2,1/31/1996,2509,1/29/1996,1560,1/30/1996,1053,2/5/1996,6250,12/29/1995,369.25,1/4/1996,500.25,11/1/1995,199.75,1/3/1996,756.00,12/29/1995,233.2
,,,,11/29/1995,2.031,,,11/30/1995,51.62,6/19/1996,161,,,12/1/1995,386.1,11/30/1995,5.186,11/30/1995,132.25,1/30/1996,2506,1/26/1996,1563,1/29/1996,1029,2/2/1996,6230,12/28/1995,363.75,1/3/1996,508.25,10/31/1995,198.00,1/2/1996,748.50,12/28/1995,228.1
,,,,11/28/1995,2.024,,,11/29/1995,52.2,6/18/1996,163.25,,,11/30/1995,387.2,11/29/1995,5.129,11/29/1995,130.45,1/29/1996,2464,1/25/1996,1566,1/26/1996,1029,2/1/1996,6300,12/27/1995,360.75,1/2/1996,508.50,10/30/1995,196.50,12/29/1995,735.25,12/27/1995,228.1
