Date,CL1 Comdty - Last Price,CO1 Comdty - Last Price,CP1 Comdty - Last Price,SM1 Comdty - Last Price,C 1 Comdty - Last Price,GC1 Comdty - Last Price,HG1 Comdty - Last Price,HO1 Comdty - Last Price,JX1 Comdty - Last Price,LMAHDS03 Comdty - Last Price,LMCADS03 Comdty - Last Price,LMSNDS03 Comdty - Last Price,LMZSDS03 Comdty - Last Price,MO1 Comdty - Last Price,GC1 Comdty - Last Price_GC1,NG1 Comdty - Last Price,O 1 Comdty - Last Price,QS1 Comdty - Last Price,S 1 Comdty - Last Price,SI1 Comdty - Last Price,C 1 Comdty - Last Price_W 1,XB1 Comdty - Last Price
1985-09-25,,,,133.6,225,330.0,,,,,,,,,330.0,,128,,520,6.153,225,
1985-09-26,,,,132.2,223 1/4,327.9,,,,,,,,,327.9,,125 3/4,,516 1/2,6.064,223 1/4,
1985-09-27,,,,130.9,222 1/2,328.4,,,,,,,,,328.4,,124 3/4,,513 3/4,6.17,222 1/2,
1985-09-30,,,,129.6,224 3/4,322.8,,,,,,,,,322.8,,126,,512 3/4,6.095,224 3/4,
1985-10-01,,,,130.8,225 1/2,323.0,,,,,,,,,323.0,,126 1/4,,513 1/2,6.125,225 1/2,
1985-10-02,,,,129.4,224 3/4,324.2,,,,,,,,,324.2,,125 1/4,,507 1/4,6.13,224 3/4,
1985-10-03,,,,132.2,224 1/2,329.9,,,,,,,,,329.9,,125 1/4,,507 1/2,6.465,224 1/2,
1985-10-04,,,,135.3,224 1/2,328.2,,,,,,,,,328.2,,124 1/2,,507 1/4,6.4,224 1/2,
1985-10-07,,,,135.8,221 1/2,326.6,,,,,,,,,326.6,,121 3/4,,503 1/4,6.405,221 1/2,
1985-10-08,,,,137.2,224,324.8,,,,,,,,,324.8,,122 1/2,,506,6.355,224,
1985-10-09,,,,140.6,227,325.4,,,,,,,,,325.4,,123,,506 3/4,6.295,227,
1985-10-10,,,,141.2,224 1/2,325.6,,,,,,,,,325.6,,120,,505 1/2,6.275,224 1/2,
1985-10-11,,,,142.1,223 1/2,327.2,,,,,,,,,327.2,,118 3/4,,502,6.33,223 1/2,
1985-10-14,,,,141.1,222 3/4,326.4,,,,,,,,,326.4,,118,,503 1/2,6.335,222 3/4,
1985-10-15,,,,141.1,220 3/4,325.8,,,,,,,,,325.8,,117 1/2,,503 1/2,6.305,220 3/4,
1985-10-16,,,,140.0,218 3/4,323.8,,,,,,,,,323.8,,115 1/2,,499 3/4,6.155,218 3/4,
1985-10-17,,,,144.5,219 3/4,325.6,,,,,,,,,325.6,,117 1/4,,504 1/4,6.202,219 3/4,
1985-10-18,,,,145.2,220,326.8,,,,,,,,,326.8,,116 1/4,,504,6.23,220,
1985-10-21,,,,143.4,220 3/4,326.5,,,,,,,,,326.5,,115 3/4,,504 3/4,6.205,220 3/4,
1985-10-22,,,,141.0,225,327.2,,,,,,,,,327.2,,117 3/4,,509 1/4,6.263,225,
1985-10-23,,,,143.6,222 1/4,326.3,,,,,,,,,326.3,,118,,504 3/4,6.225,222 1/4,
1985-10-24,,,,141.9,221 1/4,325.7,,,,,,,,,325.7,,118 3/4,,502 1/4,6.24,221 1/4,
1985-10-25,,,,140.4,220 3/4,326.9,,,,,,,,,326.9,,119 1/2,,499 1/2,6.24,220 3/4,
1985-10-28,,,,141.7,222 3/4,326.6,,,,,,,,,326.6,,121 1/2,,498 1/2,6.223,222 3/4,
1985-10-29,,,,144.4,226 1/4,327.0,,,,,,,,,327.0,,123 1/2,,502 1/4,6.25,226 1/4,
1985-10-30,,,,144.6,225 1/2,327.8,,,,,,,,,327.8,,125,,502 3/4,6.173,225 1/2,
1985-10-31,,,,146.2,232 3/4,326.7,,,,,,,,,326.7,,125 1/2,,514 1/2,6.125,232 3/4,
1985-11-01,,,,146.8,233 1/2,328.1,,,,,,,,,328.1,,125 1/2,,515 3/4,6.165,233 1/2,
1985-11-04,,,,147.2,231 1/2,327.1,,,,,,,,,327.1,,125 3/4,,515 3/4,6.125,231 1/2,
1985-11-05,,,,149.2,235 1/4,326.2,,,,,,,,,326.2,,127,,519 1/4,6.125,235 1/4,
1985-11-06,,,,148.6,233 3/4,325.5,,,,,,,,,325.5,,125 1/2,,516 1/2,6.12,233 3/4,
1985-11-07,,,,148.0,236 1/2,323.1,,,,,,,,,323.1,,126 3/4,,516 1/4,6.055,236 1/2,
1985-11-08,,,,147.4,237 1/4,325.6,,,,,,,,,325.6,,128 1/2,,520 3/4,6.13,237 1/4,
1985-11-11,,,,147.8,237 3/4,324.5,,,,,,,,,324.5,,126 3/4,,521,6.105,237 3/4,
1985-11-12,,,,148.0,237 1/4,325.8,,,,,,,,,325.8,,126 3/4,,521 1/2,6.17,237 1/4,
1985-11-13,,,,145.6,239 1/4,326.2,,,,,,,,,326.2,,127 1/2,,517 3/4,6.195,239 1/4,
1985-11-14,,,,142.7,240,325.8,,,,,,,,,325.8,,126 1/4,,514 1/4,6.145,240,
1985-11-15,,,,138.6,238,324.7,,,,,,,,,324.7,,123,,502 1/2,6.1,238,
1985-11-18,,,,135.6,238 3/4,324.7,,,,,,,,,324.7,,122 1/2,,490,6.105,238 3/4,
1985-11-19,,,,139.4,241 1/2,324.7,,,,,,,,,324.7,,124 1/2,,491,6.11,241 1/2,
1985-11-20,,,,138.3,242 1/2,326.8,,,,,,,,,326.8,,125 1/4,,493,6.185,242 1/2,
1985-11-21,,,,138.2,239 1/2,327.4,,,,,,,,,327.4,,124 3/4,,485 1/4,6.188,239 1/2,
1985-11-22,,,,139.9,237 3/4,327.4,,,,,,,,,327.4,,122 3/4,,488 3/4,6.225,237 3/4,
1985-11-25,,,,139.2,237,332.7,,,,,,,,,332.7,,122,,484 3/4,6.285,237,
1985-11-26,,,,142.4,240 1/4,331.2,,,,,,,,,331.2,,122 3/4,,492,6.245,240 1/4,
1985-11-27,,,,143.8,242 1/4,325.7,,,,,,,,,325.7,,120 1/2,,497 1/2,6.085,242 1/4,
1985-11-29,,,,145.7,244,322.9,,,,,,,,,322.9,,120 1/2,,499,6.077,244,
1985-12-02,,,,145.1,245,322.3,,,,,,,,,322.3,,119 1/2,,494 1/4,6.103,245,
1985-12-03,,,,145.7,244 3/4,322.5,,,,,,,,,322.5,,122 3/4,,503 3/4,6.059,244 3/4,
1985-12-04,,,,146.7,244 1/4,321.7,,,,,,,,,321.7,,126 1/4,,510 1/2,6.047,244 1/4,
1985-12-05,,,,143.6,242 3/4,322.9,,,,,,,,,322.9,,126 1/4,,507 1/2,6.064,242 3/4,
1985-12-06,,,,144.8,243 1/2,322.3,,,,,,,,,322.3,,129 1/4,,508,6.029,243 1/2,
1985-12-09,,,,144.9,244 1/4,316.2,,,,,,,,,316.2,,132 1/2,,513 1/4,5.821,244 1/4,
1985-12-10,,,,143.4,244,317.7,,,,,,,,,317.7,,129,,518 1/4,5.799,244,
1985-12-11,,,,142.7,242 1/4,316.8,,,,,,,,,316.8,,128 3/4,,513 3/4,5.765,242 1/4,
1985-12-12,,,,143.2,246 3/4,317.1,,,,,,,,,317.1,,130,,525,5.847,246 3/4,
1985-12-13,,,,142.7,249 1/4,319.0,,,,,,,,,319.0,,131 1/2,,522 1/4,5.88,249 1/4,
1985-12-16,,,,142.1,250 1/2,321.6,,,,,,,,,321.6,,132,,527,5.91,250 1/2,
1985-12-17,,,,142.4,250,320.9,,,,,,,,,320.9,,134 1/2,,526,5.777,250,
1985-12-18,,,,142.1,249 3/4,324.4,,,,,,,,,324.4,,134,,522 1/4,5.85,249 3/4,
1985-12-19,,,,142.0,247 1/2,324.3,,,,,,,,,324.3,,133,,534 1/2,5.846,247 1/2,
1985-12-20,,,,145.8,248 3/4,325.9,,,,,,,,,325.9,,138 3/4,,531 1/2,5.856,248 3/4,
1985-12-23,,,,146.2,248 1/2,325.6,,,,,,,,,325.6,,138 3/4,,534 1/4,5.76,248 1/2,
1985-12-24,,,,149.4,248 1/2,325.6,,,,,,,,,325.6,,138 1/4,,537 1/4,5.8,248 1/2,
1985-12-26,,,,148.8,249 1/4,325.3,,,,,,,,,325.3,,138 1/2,,535 1/2,5.772,249 1/4,
1985-12-27,,,,146.6,249 3/4,326.7,,,,,,,,,326.7,,138 3/4,,527 3/4,5.865,249 3/4,
1985-12-30,,,,147.7,249 1/4,330.6,,,,,,,,,330.6,,140 1/4,,531 3/4,5.93,249 1/4,
1985-12-31,,,,148.2,248 1/4,331.1,,,,,,,,,331.1,,139 1/2,,531 1/4,5.905,248 1/4,
1986-01-02,,,,150.0,247 1/2,328.9,,,,,,,,,328.9,,139 1/4,,536 3/4,5.83,247 1/2,
1986-01-03,,,,147.5,246 1/2,330.0,,,,,,,,,330.0,,138,,529 3/4,5.895,246 1/2,
1986-01-06,,,,150.8,246 3/4,330.7,,,,,,,,,330.7,,137 1/4,,533 1/4,5.91,246 3/4,
1986-01-07,,,,154.9,249,332.8,,,,,,,,,332.8,,139 1/4,,542 1/2,5.975,249,
1986-01-08,,,,156.0,248 1/2,336.1,,,,,,,,,336.1,,138 3/4,,544 1/4,5.98,248 1/2,
1986-01-09,,,,156.6,249,339.9,,,,,,,,,339.9,,138,,544,6.195,249,
1986-01-10,,,,153.2,248 1/4,343.3,,,,,,,,,343.3,,138,,534,6.15,248 1/4,
1986-01-13,,,,150.1,246 1/4,341.5,,,,,,,,,341.5,,135 1/2,,520 1/2,6.07,246 1/4,
1986-01-14,,,,150.9,246 3/4,341.0,,,,,,,,,341.0,,134 3/4,,525,6.075,246 3/4,
1986-01-15,,,,154.7,249 1/4,350.7,,,,,,,,,350.7,,134 1/4,,537 1/2,6.21,249 1/4,
1986-01-16,,,,154.0,248 1/2,357.6,,,,,,,,,357.6,,133,,534 3/4,6.21,248 1/2,
1986-01-17,,,,152.5,248 1/2,358.0,,,,,,,,,358.0,,133 1/2,,533,6.215,248 1/2,
1986-01-20,,,,154.0,249 1/4,355.1,,,,,,,,,355.1,,133 1/2,,541 1/2,6.23,249 1/4,
1986-01-21,,,,151.5,247 3/4,352.8,,,,,,,,,352.8,,130,,530 3/4,6.24,247 3/4,
1986-01-22,,,,151.0,247 3/4,351.5,,,,,,,,,351.5,,131,,532 3/4,6.195,247 3/4,
1986-01-23,,,,153.2,247 3/4,351.9,,,,,,,,,351.9,,130,,537 1/4,6.215,247 3/4,
1986-01-24,,,,154.6,242,358.4,,,,,,,,,358.4,,124 1/2,,539 3/4,6.335,242,
1986-01-27,,,,154.8,241 1/4,354.3,,,,,,,,,354.3,,120 1/2,,539,6.215,241 1/4,
1986-01-28,,,,154.9,243 3/4,353.7,,,,,,,,,353.7,,124,,540 1/2,6.195,243 3/4,
1986-01-29,,,,153.7,243 1/4,356.3,,,,,,,,,356.3,,123,,538 3/4,6.225,243 1/4,
1986-01-30,,,,153.4,244,355.2,,,,,,,,,355.2,,124,,540 1/2,6.14,244,
1986-01-31,,,,151.8,244,348.8,,,,,,,,,348.8,,123 3/4,,533,6.075,244,
1986-02-03,,,,148.9,244,343.7,,,,,,,,,343.7,,121 3/4,,527 3/4,5.94,244,
1986-02-04,,,,147.9,243 1/2,334.1,,,,,,,,,334.1,,123 3/4,,528 1/4,5.875,243 1/2,
1986-02-05,,,,150.7,245,336.0,,,,,,,,,336.0,,126 1/4,,535 1/4,5.93,245,
1986-02-06,,,,150.6,242 1/4,337.4,,,,,,,,,337.4,,125 3/4,,531 1/2,5.88,242 1/4,
1986-02-07,,,,151.6,240 3/4,339.5,,,,,,,,,339.5,,124 3/4,,530 3/4,5.945,240 3/4,
1986-02-10,,,,153.9,242,337.8,,,,,,,,,337.8,,124 1/2,,532 3/4,5.925,242,
1986-02-11,,,,154.0,240 1/2,338.8,,,,,,,,,338.8,,125 1/2,,532,5.965,240 1/2,
1986-02-12,,,,153.0,238 1/4,338.0,,,,,,,,,338.0,,125 3/4,,523 1/2,5.94,238 1/4,
1986-02-13,,,,153.2,237 3/4,332.8,,,,,,,,,332.8,,126,,527 1/2,5.89,237 3/4,
1986-02-14,,,,154.7,238 1/4,333.7,,,,,,,,,333.7,,125 1/4,,527,5.93,238 1/4,
1986-02-18,,,,154.4,240 1/4,337.2,,,,,,,,,337.2,,124 3/4,,525 1/4,5.9,240 1/4,
1986-02-19,,,,153.0,239 1/4,336.7,,,,,,,,,336.7,,123,,521 1/4,5.915,239 1/4,
1986-02-20,,,,152.2,238 1/4,339.1,,,,,,,,,339.1,,122 1/2,,518 3/4,5.89,238 1/4,
1986-02-21,,,,152.6,239,341.0,,,,,,,,,341.0,,124 1/2,,524 3/4,5.905,239,
1986-02-24,,,,153.4,239 1/2,348.7,,,,,,,,,348.7,,125 1/4,,524,5.985,239 1/2,
1986-02-25,,,,154.2,237,347.7,,,,,,,,,347.7,,124 1/2,,521 1/2,5.895,237,
1986-02-26,,,,154.6,234,336.4,,,,,,,,,336.4,,123 1/2,,520 1/4,5.625,234,
1986-02-27,,,,157.3,231 3/4,339.2,,,,,,,,,339.2,,125,,525 1/4,5.62,231 3/4,
1986-02-28,,,,160.6,228,341.0,,,,,,,,,341.0,,124 1/4,,527,5.63,228,
1986-03-03,,,,159.4,229 3/4,340.5,,,,,,,,,340.5,,126 1/2,,525 3/4,5.596,229 3/4,
1986-03-04,,,,161.9,225 1/2,346.0,,,,,,,,,346.0,,124 1/2,,532 1/2,5.632,225 1/2,
1986-03-05,,,,160.9,226 1/4,344.5,,,,,,,,,344.5,,125,,531 1/2,5.587,226 1/4,
1986-03-06,,,,162.7,228 1/2,344.3,,,,,,,,,344.3,,124 3/4,,536 1/2,5.6,228 1/2,
1986-03-07,,,,160.4,230 1/4,345.7,,,,,,,,,345.7,,124 3/4,,532 1/2,5.607,230 1/4,
1986-03-10,,,,159.8,233 1/2,343.3,,,,,,,,,343.3,,125 1/2,,536 1/4,5.6,233 1/2,
1986-03-11,,,,159.2,233 1/4,344.9,,,,,,,,,344.9,,125 1/2,,534,5.675,233 1/4,
1986-03-12,,,,159.7,231 1/4,353.0,,,,,,,,,353.0,,125 1/4,,537 1/2,5.82,231 1/4,
1986-03-13,,,,158.8,233 1/4,349.2,,,,,,,,,349.2,,126,,537 3/4,5.693,233 1/4,
1986-03-14,,,,161.5,236 1/4,348.9,,,,,,,,,348.9,,125 3/4,,537 1/2,5.675,236 1/4,
1986-03-17,,,,163.2,237 1/2,350.8,,,,,,,,,350.8,,125 1/4,,537,5.772,237 1/2,
1986-03-18,,,,162.7,238 3/4,350.3,,,,,,,,,350.3,,125,,539 1/4,5.707,238 3/4,
1986-03-19,,,,160.6,234 1/4,350.8,,,,,,,,,350.8,,124,,528,5.719,234 1/4,
1986-03-20,,,,160.9,232 3/4,352.7,,,,,,,,,352.7,,113 1/2,,533 1/4,5.767,232 3/4,
1986-03-21,,,,161.1,231 1/4,357.4,,,,,,,,,357.4,,111,,534 1/2,5.753,231 1/4,
1986-03-24,,,,157.9,231 1/2,351.3,,,,,,,,,351.3,,108 1/4,,532 1/4,5.679,231 1/2,
1986-03-25,,,,156.9,232 1/2,344.0,,,,,,,,,344.0,,107 1/2,,534 1/4,5.563,232 1/2,
1986-03-26,,,,155.3,234 1/4,344.7,,,,,,,,,344.7,,109 1/2,,536,5.603,234 1/4,
1986-03-27,,,,155.5,233,343.1,,,,,,,,,343.1,,108 1/2,,535 1/4,5.565,233,
1986-03-31,,,,153.7,234 3/4,331.1,,,,,,,,,331.1,,108 1/4,,541 1/2,5.165,234 3/4,
1986-04-01,,,,154.3,236 3/4,333.7,,,,,1466.8,,,,333.7,,108 1/2,,543,5.065,236 3/4,
1986-04-02,,,,154.7,236 1/4,336.2,,,,,1453.3,,,,336.2,,107 3/4,,538 1/2,5.175,236 1/4,
1986-04-03,,,,152.9,234,335.2,,,,,1435.0,,,,335.2,,106 1/4,,526,5.155,234,
1986-04-04,,,,152.8,233 1/2,335.4,,,,,1432.0,,,,335.4,,104 1/4,,523,5.225,233 1/2,
1986-04-07,,,,152.2,235,339.4,,,,,1438.5,,,,339.4,,101 1/2,,526 3/4,5.365,235,
1986-04-08,,,,154.7,233 1/4,340.0,,,,,1450.8,,,,340.0,,99 1/2,,528 3/4,5.4,233 1/4,
1986-04-09,,,,153.9,228 1/4,339.3,,,,,1441.7,,,,339.3,,95,,523,5.385,228 1/4,
1986-04-10,,,,154.9,228,338.9,,,,,1445.4,,,,338.9,,97 1/2,,524 3/4,5.41,228,
1986-04-11,,,,155.3,227 3/4,344.7,,,,,1454.2,,,,344.7,,98,,524 1/2,5.56,227 3/4,
1986-04-14,,,,153.5,227 1/2,341.5,,,,,1454.5,,,,341.5,,100,,524 3/4,5.42,227 1/2,
1986-04-15,,,,152.6,226 1/4,340.8,,,,,1447.1,,,,340.8,,96 3/4,,525 3/4,5.42,226 1/4,
1986-04-16,,,,152.3,225 1/2,339.4,,,,,1461.1,,,,339.4,,94 1/2,,522 1/2,5.45,225 1/2,
1986-04-17,,,,150.7,227 3/4,339.1,,,,,1461.2,,,,339.1,,95 3/4,,524 3/4,5.29,227 3/4,
1986-04-18,,,,152.9,227 1/4,344.4,,,,,1455.9,,,,344.4,,97,,525 1/4,5.135,227 1/4,
1986-04-21,,,,153.1,226 3/4,343.4,,,,,1449.8,,,,343.4,,95 1/2,,525 3/4,5.045,226 3/4,
1986-04-22,,,,154.1,229,346.8,,,,,1438.9,,,,346.8,,95 3/4,,526 1/2,5.155,229,
1986-04-23,,,,153.4,231,346.0,,,,,1460.8,,,,346.0,,98 1/4,,526 1/2,5.17,231,
1986-04-24,,,,152.5,231,345.1,,,,,1449.7,,,,345.1,,99 3/4,,527 1/4,5.105,231,
1986-04-25,,,,152.7,229 1/2,344.2,,,,,1429.7,,,,344.2,,99 1/2,,526 3/4,5.09,229 1/2,
1986-04-28,,,,152.3,230,343.9,,,,,1445.1,,,,343.9,,96 3/4,,527 1/2,5.025,230,
1986-04-29,,,,152.9,231,346.9,,,,,1429.8,,,,346.9,,99,,533 1/2,5.061,231,
1986-04-30,,,,157.2,238 1/4,348.1,,,,,1434.3,,,,348.1,,109,,544,5.127,238 1/4,
1986-05-01,,,,153.3,235 1/2,342.8,,,,,1430.4,,,,342.8,,106,,529 1/4,5.1,235 1/2,
1986-05-02,,,,153.1,234 3/4,344.7,,,,,1422.1,,,,344.7,,101 1/2,,532 3/4,5.224,234 3/4,
1986-05-05,,,,154.1,237 1/2,344.2,,,,,,,,,344.2,,103 3/4,,535 3/4,5.164,237 1/2,
1986-05-06,,,,152.3,239 3/4,344.0,,,,,1432.4,,,,344.0,,108 1/4,,534 1/4,5.19,239 3/4,
1986-05-07,,,,150.8,244 1/4,345.8,,,,,1426.8,,,,345.8,,109,,530 1/2,5.186,244 1/4,
1986-05-08,,,,150.7,247 1/4,345.5,,,,,1430.0,,,,345.5,,117,,535 1/2,5.218,247 1/4,
1986-05-09,,,,151.8,248 3/4,345.5,,,,,1430.8,,,,345.5,,118 1/2,,541,5.214,248 3/4,
1986-05-12,,,,150.6,246 1/2,345.5,,,,,1434.9,,,,345.5,,111 1/2,,537 1/2,5.154,246 1/2,
1986-05-13,,,,152.5,250 3/4,345.1,,,,,1436.8,,,,345.1,,115 1/4,,539,5.087,250 3/4,
1986-05-14,,,,152.1,253,343.1,,,,,1431.6,,,,343.1,,113 1/2,,540,5.032,253,
1986-05-15,,,,148.9,254,343.4,,,,,1427.1,,,,343.4,,109 1/4,,532,5.066,254,
1986-05-16,,,,145.5,258 3/4,343.8,,,,,1430.4,,,,343.8,,109,,533,5.065,258 3/4,
1986-05-19,,,,147.0,257 3/4,340.7,,,,,1429.5,,,,340.7,,109,,534 3/4,4.854,257 3/4,
1986-05-20,,,,149.6,257,339.8,,,,,1408.6,,,,339.8,,108 1/2,,534 1/2,4.944,257,
1986-05-21,,,,148.2,239,339.8,,,,,1406.5,,,,339.8,,115 3/4,,529 3/4,4.938,239,
1986-05-22,,,,149.3,236,342.6,,,,,1406.1,,,,342.6,,112,,531 3/4,5.04,236,
1986-05-23,,,,147.6,233 3/4,342.4,,,,,1398.6,,,,342.4,,111 1/2,,532 1/4,5.146,233 3/4,
1986-05-27,,,,147.6,235 3/4,341.8,,,,,1401.0,,,,341.8,,108 1/2,,532 1/2,5.136,235 3/4,
1986-05-28,,,,147.4,238 1/4,342.5,,,,,1403.4,,,,342.5,,106,,532 3/4,5.094,238 1/4,
1986-05-29,,,,148.1,236 1/2,343.6,,,,,1402.0,,,,343.6,,103 1/2,,531 1/4,5.235,236 1/2,
1986-05-30,,,,147.2,237,344.1,,,,,1406.6,,,,344.1,,102,,525 1/4,5.27,237,
1986-06-02,,,,147.7,239,342.4,,,,,1414.6,,,,342.4,,104 1/4,,525 3/4,5.165,239,
1986-06-03,,,,147.4,235 1/2,342.3,,,,,1410.3,,,,342.3,,98 1/2,,527 1/2,5.17,235 1/2,
1986-06-04,,,,147.2,237,341.7,,,,,1398.2,,,,341.7,,101 1/2,,529,5.185,237,
1986-06-05,,,,148.9,237 1/4,341.3,,,,,1409.9,,,,341.3,,102 3/4,,532 1/4,5.185,237 1/4,
1986-06-06,,,,149.1,237 1/2,341.5,,,,,1433.4,,,,341.5,,106 1/2,,533 3/4,5.19,237 1/2,
1986-06-09,,,,148.9,237,351.1,,,,,1427.8,,,,351.1,,109 1/2,,530,5.4,237,
1986-06-10,,,,149.9,236 1/2,348.1,,,,,1451.5,,,,348.1,,111 1/2,,532 3/4,5.365,236 1/2,
1986-06-11,,,,151.5,234 1/4,348.6,,,,,1437.3,,,,348.6,,112,,533 1/4,5.39,234 1/4,
1986-06-12,,,,151.6,230 1/2,346.7,,,,,1448.9,,,,346.7,,109 3/4,,532,5.32,230 1/2,
1986-06-13,,,,150.4,230 1/4,345.9,,,,,1437.3,,,,345.9,,104 1/2,,527 3/4,5.275,230 1/4,
1986-06-16,,,,149.4,230,334.8,,,,,1428.2,,,,334.8,,101 1/4,,526 3/4,5.07,230,
1986-06-17,,,,149.4,231 1/2,336.7,,,,,1417.4,,,,336.7,,104,,527 1/2,5.075,231 1/2,
1986-06-18,,,,150.3,233,337.9,,,,,1418.0,,,,337.9,,106 1/2,,531,5.08,233,
1986-06-19,,,,149.9,234,338.5,,,,,1421.5,,,,338.5,,108 3/4,,533 1/2,5.075,234,
1986-06-20,,,,150.1,234 3/4,340.4,,,,,1413.9,,,,340.4,,110,,534 1/4,5.11,234 3/4,
1986-06-23,,,,149.6,234 3/4,341.0,,,,,1405.5,,,,341.0,,111,,532 3/4,5.07,234 3/4,
1986-06-24,,,,148.4,232,342.9,,,,,1417.0,,,,342.9,,107,,528,5.095,232,
1986-06-25,,,,147.3,227 1/4,345.0,,,,,1399.7,,,,345.0,,103,,524,5.11,227 1/4,
1986-06-26,,,,147.3,224 1/4,344.6,,,,,1393.8,,,,344.6,,105 1/2,,521 1/4,5.05,224 1/4,
1986-06-27,,,,146.7,225,346.9,,,,,1387.5,,,,346.9,,102 1/2,,518 1/4,4.964,225,
1986-06-30,,,,145.8,217 1/4,347.7,,,,,1381.9,,,,347.7,,97,,510 1/4,5.102,217 1/4,
1986-07-01,,,,144.7,207 3/4,345.8,,36.08,,,1388.3,,,,345.8,,98 1/4,,506 3/4,5.1,207 3/4,
1986-07-02,,,,145.8,209 1/2,344.9,,35.31,,,1384.9,,,,344.9,,101 3/4,,514 1/2,5.069,209 1/2,
1986-07-03,,,,146.3,201 1/4,,,,,,1396.7,,,,,,103,,518 3/4,,201 1/4,
1986-07-04,,,,,,,,,,,1397.5,,,,,,,,,,,
1986-07-07,,,,146.9,191 1/4,345.9,,32.92,,,1391.1,,,,345.9,,102,,517,5.065,191 1/4,
1986-07-08,,,,148.1,194 1/4,351.2,,33.15,,,1387.4,,,,351.2,,102 1/4,,521 1/4,5.132,194 1/4,
1986-07-09,,,,148.1,198 3/4,349.6,,31.78,,,1340.9,,,,349.6,,101 1/2,,522,5.095,198 3/4,
1986-07-10,,,,149.2,197 3/4,348.6,,32.7,,,1337.8,,,,348.6,,98,,526,5.067,197 3/4,
1986-07-11,,,,151.7,202 1/2,347.8,,31.8,,,1341.0,,,,347.8,,98 3/4,,527 1/2,5.066,202 1/2,
1986-07-14,,,,154.5,208,346.4,,31.06,,,1325.5,,,,346.4,,101 1/2,,531 1/2,5.021,208,
1986-07-15,,,,156.4,214 1/4,349.1,,32.92,,,1349.0,,,,349.1,,104,,534,5.069,214 1/4,
1986-07-16,,,,156.7,213 1/2,348.7,,35.12,,,1351.9,,,,348.7,,106 3/4,,544 3/4,5.038,213 1/2,
1986-07-17,,,,157.0,214 1/2,348.7,,34.04,,,1348.9,,,,348.7,,105,,545 1/2,5.054,214 1/2,
1986-07-18,,,,159.4,209 1/2,356.5,,34.97,,,1320.4,,,,356.5,,106,,544 1/4,5.065,209 1/2,
1986-07-21,,,,162.5,211 1/2,355.6,,35.56,,,1349.3,,,,355.6,,105,,551 1/2,5.042,211 1/2,
1986-07-22,,,,161.5,213,353.7,,33.63,,,1346.6,,,,353.7,,95,,546 1/4,5.003,213,
1986-07-23,,,,150.3,171 3/4,349.0,,32.72,,,1339.9,,,,349.0,,99 1/2,,522 3/4,5.039,171 3/4,
1986-07-24,,,,150.0,173 1/2,349.3,,32.53,,,1353.1,,,,349.3,,101,,519 1/2,5.008,173 1/2,
1986-07-25,,,,150.2,174 1/4,348.2,,32.01,,,1347.9,,,,348.2,,101 3/4,,522 1/4,4.993,174 1/4,
1986-07-28,,,,150.1,174 1/4,355.1,,32.12,,,1335.2,,,,355.1,,101,,521 1/4,5.034,174 1/4,
1986-07-29,,,,150.2,169,352.2,,33.58,,,1350.0,,,,352.2,,100 3/4,,519,5.012,169,
1986-07-30,,,,151.5,167 1/4,352.0,,34.43,,,1350.5,,,,352.0,,100 1/2,,521 1/2,5.02,167 1/4,
1986-07-31,,,,150.9,165 1/4,362.7,,31.98,,,1323.4,,,,362.7,,100 1/2,,515,5.127,165 1/4,
1986-08-01,,,,150.6,168 1/2,360.8,,33.73,,,1325.2,,,,360.8,,104,,513 1/4,5.24,168 1/2,
1986-08-04,,,,149.1,164,360.3,,38.33,,,1310.0,,,,360.3,,103 3/4,,508 1/4,5.213,164,
1986-08-05,,,,147.6,161 1/2,359.3,,42.79,,,1309.1,,,,359.3,,103 3/4,,504 1/2,5.221,161 1/2,
1986-08-06,,,,146.8,161,360.8,,42.06,,,1318.6,,,,360.8,,105 3/4,,504 3/4,5.195,161,
1986-08-07,,,,145.9,162,362.6,,42.49,,,1316.4,,,,362.6,,105 1/4,,503 3/4,5.225,162,
1986-08-08,,,,146.6,163 1/4,375.6,,40.93,,,1317.4,,,,375.6,,105 3/4,,502 1/2,5.335,163 1/4,
1986-08-11,,,,148.5,165 3/4,391.4,,40.94,,,1341.9,,,,391.4,,106 1/2,,501 3/4,5.588,165 3/4,
1986-08-12,,,,149.2,164 1/2,385.4,,42.25,,,1327.1,,,,385.4,,105 3/4,,501 1/4,5.415,164 1/2,
1986-08-13,,,,152.0,164 1/2,384.8,,42.25,,,1326.1,,,,384.8,,105 1/2,,500,5.305,164 1/2,
1986-08-14,,,,156.9,166 1/2,387.1,,42.6,,,1328.5,,,,387.1,,107 3/4,,511 3/4,5.345,166 1/2,
1986-08-15,,,,155.9,164 3/4,383.5,,43.41,,,1327.3,,,,383.5,,108 1/4,,513 1/2,5.283,164 3/4,
1986-08-18,,,,157.9,166,376.4,,43.32,,,1307.6,,,,376.4,,107 1/4,,529,5.115,166,
1986-08-19,,,,157.5,163 3/4,374.8,,41.92,,,1315.6,,,,374.8,,104 1/2,,515,5.13,163 3/4,
1986-08-20,,,,156.3,161 3/4,378.9,,42.86,,,1313.2,,,,378.9,,107 1/4,,519 1/4,5.177,161 3/4,
1986-08-21,,,,154.6,160 1/4,384.6,,43.16,,,1317.9,,,,384.6,,109 1/4,,483,5.205,160 1/4,
