Date,CL1 Comdty - Last Price,CO1 Comdty - Last Price,CP1 Comdty - Last Price,SM1 Comdty - Last Price,C 1 Comdty - Last Price,GC1 Comdty - Last Price,HG1 Comdty - Last Price,HO1 Comdty - Last Price,JX1 Comdty - Last Price,LMAHDS03 Comdty - Last Price,LMCADS03 Comdty - Last Price,LMSNDS03 Comdty - Last Price,LMZSDS03 Comdty - Last Price,MO1 Comdty - Last Price,GC1 Comdty - Last Price_GC1,NG1 Comdty - Last Price,O 1 Comdty - Last Price,QS1 Comdty - Last Price,S 1 Comdty - Last Price,SI1 Comdty - Last Price,C 1 Comdty - Last Price_W 1,XB1 Comdty - Last Price
1977-11-17,,,,170.0,225 1/4,160.6,,,,,,,,,160.6,,141,,607 1/4,4.84,225 1/4,
1977-11-18,,,,171.3,226 1/4,161.5,,,,,,,,,161.5,,144,,610 3/4,4.857,226 1/4,
1977-11-21,,,,165.9,224,155.2,,,,,,,,,155.2,,143,,612 3/4,4.67,224,
1977-11-22,,,,160.5,220 1/2,155.9,,,,,,,,,155.9,,138 3/4,,598 1/2,4.68,220 1/2,
1977-11-23,,,,160.9,221 1/2,158.6,,,,,,,,,158.6,,138,,594 1/2,4.71,221 1/2,
1977-11-25,,,,164.9,225,159.5,,,,,,,,,159.5,,138 3/4,,611 1/2,4.745,225,
1977-11-28,,,,156.3,222 1/2,160.8,,,,,,,,,160.8,,134 1/4,,591 3/4,4.722,222 1/2,
1977-11-29,,,,157.3,221 3/4,160.6,,,,,,,,,160.6,,133,,593 1/4,4.746,221 3/4,
1977-11-30,,,,155.3,221 1/2,160.2,,,,,,,,,160.2,,133 1/2,,585 3/4,4.764,221 1/2,
1977-12-01,,,,154.9,220,157.9,,,,,,,,,157.9,,135 1/2,,587 1/2,4.666,220,
1977-12-02,,,,155.4,220 1/2,158.3,,,,,,,,,158.3,,136 1/4,,590,4.685,220 1/2,
1977-12-05,,,,153.6,217 1/2,159.9,,,,,,,,,159.9,,134 1/4,,582 1/2,4.746,217 1/2,
1977-12-06,,,,153.6,218 1/2,160.0,,,,,,,,,160.0,,132 3/4,,585 1/2,4.738,218 1/2,
1977-12-07,,,,155.1,218,161.8,,,,,,,,,161.8,,133 1/2,,594 1/2,4.796,218,
1977-12-08,,,,156.5,218,160.4,,,,,,,,,160.4,,132 3/4,,606 3/4,4.768,218,
1977-12-09,,,,156.0,217,158.4,,,,,,,,,158.4,,133,,604 1/2,4.728,217,
1977-12-12,,,,151.4,212 3/4,155.6,,,,,,,,,155.6,,127,,585 1/2,4.616,212 3/4,
1977-12-13,,,,153.1,215 3/4,158.0,,,,,,,,,158.0,,130 1/2,,590 1/2,4.663,215 3/4,
1977-12-14,,,,153.2,215 1/4,160.1,,,,,,,,,160.1,,130 1/4,,587,4.645,215 1/4,
1977-12-15,,,,159.0,215,160.0,,,,,,,,,160.0,,130 1/4,,598 3/4,4.658,215,
1977-12-16,,,,159.3,217,160.2,,,,,,,,,160.2,,130 1/2,,592 1/2,4.668,217,
1977-12-19,,,,162.9,218 1/2,159.5,,,,,,,,,159.5,,130 1/4,,595 1/2,4.628,218 1/2,
1977-12-20,,,,160.3,219 3/4,160.2,,,,,,,,,160.2,,128 3/4,,598 1/2,4.701,219 3/4,
1977-12-21,,,,163.1,225 1/2,159.9,,,,,,,,,159.9,,136,,602 1/4,4.649,225 1/2,
1977-12-22,,,,165.7,226 1/2,161.8,,,,,,,,,161.8,,135 1/4,,611 1/2,4.718,226 1/2,
1977-12-23,,,,165.8,226 1/4,163.6,,,,,,,,,163.6,,135 1/4,,609 1/2,4.739,226 1/4,
1977-12-27,,,,161.7,225 1/4,165.1,,,,,,,,,165.1,,135 3/4,,603,4.758,225 1/4,
1977-12-28,,,,161.9,225,,,,,,,,,,,,135,,597 1/2,,225,
1977-12-29,,,,161.9,224 3/4,167.7,,,,,,,,,167.7,,134 1/4,,594 1/2,4.872,224 3/4,
1977-12-30,,,,163.4,223 3/4,,,,,,,,,,,,134 1/2,,594 3/4,,223 3/4,
1978-01-03,,,,164.1,223,173.0,,,,,,,,,173.0,,129 3/4,,588 3/4,4.985,223,
1978-01-04,,,,165.6,223,168.0,,,,,,,,,168.0,,130 3/4,,591 1/2,4.87,223,
1978-01-05,,,,161.7,221 3/4,170.8,,,,,,,,,170.8,,129 3/4,,585 1/4,4.943,221 3/4,
1978-01-06,,,,162.3,222 1/2,171.3,,,,,,,,,171.3,,129,,586 1/2,4.925,222 1/2,
1978-01-09,,,,164.3,223 1/4,173.3,,,,,,,,,173.3,,129 3/4,,587 3/4,4.975,223 1/4,
1978-01-10,,,,165.9,224 3/4,172.8,,,,,,,,,172.8,,131 1/4,,597 3/4,4.96,224 3/4,
1978-01-11,,,,165.9,224 1/4,175.0,,,,,,,,,175.0,,131 1/2,,596,5.008,224 1/4,
1978-01-12,,,,163.3,224 1/4,172.6,,,,,,,,,172.6,,132 3/4,,596 1/4,4.935,224 1/4,
1978-01-13,,,,161.8,223 3/4,175.5,,,,,,,,,175.5,,132 1/4,,593 1/4,5.035,223 3/4,
1978-01-16,,,,156.5,222 1/4,176.2,,,,,,,,,176.2,,128 1/4,,579 1/2,5.031,222 1/4,
1978-01-17,,,,149.2,221 3/4,173.9,,,,,,,,,173.9,,128 1/2,,555,4.98,221 3/4,
1978-01-18,,,,149.6,221 3/4,172.3,,,,,,,,,172.3,,129 3/4,,556 1/4,4.931,221 3/4,
1978-01-19,,,,149.8,222 3/4,173.7,,,,,,,,,173.7,,131,,554 1/2,4.95,222 3/4,
1978-01-20,,,,149.2,224 3/4,,,,,,,,,,,,132 1/4,,557,,224 3/4,
1978-01-23,,,,153.7,226,176.8,,,,,,,,,176.8,,136,,572 3/4,5.057,226,
1978-01-24,,,,152.4,225 1/4,176.7,,,,,,,,,176.7,,134,,569 1/2,5.048,225 1/4,
1978-01-25,,,,152.7,226 1/2,176.6,,,,,,,,,176.6,,136,,572 1/4,5.066,226 1/2,
1978-01-26,,,,153.6,226 1/4,176.2,,,,,,,,,176.2,,134 1/2,,569 3/4,5.0,226 1/4,
1978-01-27,,,,153.0,228,174.8,,,,,,,,,174.8,,136,,570 1/4,4.975,228,
1978-01-30,,,,153.6,226 3/4,174.2,,,,,,,,,174.2,,134 3/4,,570 1/4,4.957,226 3/4,
1978-01-31,,,,150.1,226 1/4,176.6,,,,,,,,,176.6,,132 3/4,,564 3/4,4.998,226 1/4,
1978-02-01,,,,149.1,226 1/4,175.5,,,,,,,,,175.5,,132 1/4,,565 3/4,4.962,226 1/4,
1978-02-02,,,,151.7,226 3/4,174.0,,,,,,,,,174.0,,133 1/4,,571 1/2,4.895,226 3/4,
1978-02-03,,,,150.6,226 1/2,174.7,,,,,,,,,174.7,,133,,573,4.905,226 1/2,
1978-02-06,,,,152.2,227,175.5,,,,,,,,,175.5,,133,,574,4.917,227,
1978-02-07,,,,152.0,227,,,,,,,,,,,,132 3/4,,571 1/4,,227,
1978-02-08,,,,148.9,225 3/4,174.2,,,,,,,,,174.2,,132,,560 1/2,4.848,225 3/4,
1978-02-09,,,,148.8,226,175.0,,,,,,,,,175.0,,131 3/4,,558 1/2,4.878,226,
1978-02-10,,,,148.9,226,176.0,,,,,,,,,176.0,,131,,559,4.916,226,
1978-02-13,,,,148.9,226 1/2,178.2,,,,,,,,,178.2,,128 1/2,,561 1/4,4.952,226 1/2,
1978-02-14,,,,150.4,226 1/2,177.5,,,,,,,,,177.5,,128,,565 3/4,4.912,226 1/2,
1978-02-15,,,,149.7,226 1/4,180.3,,,,,,,,,180.3,,126 3/4,,565 1/4,4.999,226 1/4,
1978-02-16,,,,149.6,225 3/4,180.8,,,,,,,,,180.8,,124 1/4,,567 1/4,5.033,225 3/4,
1978-02-17,,,,149.9,226 3/4,179.7,,,,,,,,,179.7,,125,,570 1/4,5.015,226 3/4,
1978-02-21,,,,153.3,226 3/4,181.5,,,,,,,,,181.5,,126,,581 1/4,5.04,226 3/4,
1978-02-22,,,,151.6,226 3/4,180.5,,,,,,,,,180.5,,126,,576 3/4,4.974,226 3/4,
1978-02-23,,,,151.7,226 1/2,183.5,,,,,,,,,183.5,,123 1/2,,581,4.99,226 1/2,
1978-02-24,,,,151.8,226 1/2,,,,,,,,,,,,121 1/4,,585 1/4,4.93,226 1/2,
1978-02-27,,,,150.8,225,182.7,,,,,,,,,182.7,,116 1/2,,579 3/4,4.944,225,
1978-02-28,,,,149.3,224 1/2,184.4,,,,,,,,,184.4,,116,,580 3/4,4.958,224 1/2,
1978-03-01,,,,155.1,225 3/4,184.0,,,,,,,,,184.0,,119,,604 3/4,4.935,225 3/4,
1978-03-02,,,,157.3,227 3/4,185.0,,,,,,,,,185.0,,120 1/4,,602 1/4,4.989,227 3/4,
1978-03-03,,,,159.5,228 3/4,184.6,,,,,,,,,184.6,,123 3/4,,613 1/2,4.896,228 3/4,
1978-03-06,,,,160.5,228 1/2,187.1,,,,,,,,,187.1,,124,,616 1/2,5.055,228 1/2,
1978-03-07,,,,163.1,231 1/2,189.2,,,,,,,,,189.2,,125 3/4,,632 1/4,5.257,231 1/2,
1978-03-08,,,,169.7,233 1/4,190.7,,,,,,,,,190.7,,128,,652,5.354,233 1/4,
1978-03-09,,,,173.5,234,188.1,,,,,,,,,188.1,,126 1/2,,664 1/2,5.304,234,
1978-03-10,,,,167.5,232 1/4,188.9,,,,,,,,,188.9,,123 1/2,,638 1/2,5.35,232 1/4,
1978-03-13,,,,175.2,235 3/4,189.4,,,,,,,,,189.4,,128 1/2,,668 1/2,5.472,235 3/4,
1978-03-14,,,,177.0,238,186.2,,,,,,,,,186.2,,130,,667,5.389,238,
1978-03-15,,,,175.5,240 1/4,183.7,,,,,,,,,183.7,,131 1/2,,668,5.406,240 1/4,
1978-03-16,,,,178.5,241 3/4,185.7,,,,,,,,,185.7,,132,,674,5.483,241 3/4,
1978-03-17,,,,191.7,249 1/2,181.9,,,,,,,,,181.9,,137,,704,5.334,249 1/2,
1978-03-20,,,,190.5,244 1/2,176.0,,,,,,,,,176.0,,135 1/2,,702 1/2,5.178,244 1/2,
1978-03-21,,,,182.5,242,177.2,,,,,,,,,177.2,,133 1/2,,694,5.189,242,
1978-03-22,,,,185.5,248 1/2,180.3,,,,,,,,,180.3,,141,,709 1/2,5.258,248 1/2,
1978-03-23,,,,186.4,251,180.8,,,,,,,,,180.8,,140 1/2,,714,5.295,251,
1978-03-27,,,,192.9,256,183.2,,,,,,,,,183.2,,146 1/4,,740,5.405,256,
1978-03-28,,,,189.2,256 1/4,182.6,,,,,,,,,182.6,,145 1/2,,731,5.363,256 1/4,
1978-03-29,,,,179.2,251 1/2,179.3,,,,,,,,,179.3,,140 1/2,,701,5.359,251 1/2,
1978-03-30,,,,171.5,251 1/2,180.7,,,,,,,,,180.7,,137 1/2,,673,5.345,251 1/2,
1978-03-31,,,,178.7,256 1/4,184.1,,,,,,,,,184.1,,142,,689 1/2,5.49,256 1/4,
1978-04-03,,,,171.8,254 1/2,177.8,,,,,,,,,177.8,,140 1/2,,659 1/2,5.332,254 1/2,
1978-04-04,,,,175.9,256 1/4,177.3,,,,,,,,,177.3,,142 1/4,,671 1/2,5.247,256 1/4,
1978-04-05,,,,177.7,259,178.5,,,,,,,,,178.5,,142 1/2,,682 1/2,5.265,259,
1978-04-06,,,,175.3,259 1/4,180.6,,,,,,,,,180.6,,141,,686 1/2,5.294,259 1/4,
1978-04-07,,,,179.5,263 1/4,177.7,,,,,,,,,177.7,,143 3/4,,700 1/4,5.235,263 1/4,
1978-04-10,,,,180.8,265 3/4,178.7,,,,,,,,,178.7,,146,,707,5.264,265 3/4,
1978-04-11,,,,181.1,264,180.2,,,,,,,,,180.2,,147 1/2,,709,5.345,264,
1978-04-12,,,,183.2,262,179.6,,,,,,,,,179.6,,146 1/2,,722,5.295,262,
1978-04-13,,,,177.3,257 1/4,178.1,,,,,,,,,178.1,,143 1/2,,713 1/2,5.23,257 1/4,
1978-04-14,,,,183.9,259 1/4,176.8,,,,,,,,,176.8,,149 1/2,,736 1/4,5.212,259 1/4,
1978-04-17,,,,180.2,260 1/4,171.6,,,,,,,,,171.6,,152 1/2,,721,5.04,260 1/4,
1978-04-18,,,,181.3,260,173.4,,,,,,,,,173.4,,151 3/4,,722,5.08,260,
1978-04-19,,,,178.9,258 1/4,173.6,,,,,,,,,173.6,,150 1/4,,724,5.056,258 1/4,
1978-04-20,,,,177.5,256 1/2,170.6,,,,,,,,,170.6,,148 3/4,,698,4.977,256 1/2,
1978-04-21,,,,180.6,254 1/2,170.5,,,,,,,,,170.5,,149 1/4,,713 1/4,4.979,254 1/2,
1978-04-24,,,,171.7,245 1/2,167.3,,,,,,,,,167.3,,143 1/4,,683 1/4,4.872,245 1/2,
1978-04-25,,,,175.1,250 1/2,167.4,,,,,,,,,167.4,,144 1/4,,703 1/2,4.906,250 1/2,
1978-04-26,,,,172.7,247,,,,,,,,,,,,139 1/2,,695 1/2,4.939,247,
1978-04-27,,,,174.3,248 1/4,171.7,,,,,,,,,171.7,,137 1/2,,706,4.979,248 1/4,
1978-04-28,,,,176.0,250 3/4,170.6,,,,,,,,,170.6,,138,,722,4.971,250 3/4,
1978-05-01,,,,176.9,248 3/4,169.8,,,,,,,,,169.8,,133 1/2,,733 1/2,4.943,248 3/4,
1978-05-02,,,,175.1,246 1/2,170.7,,,,,,,,,170.7,,133 1/2,,720 3/4,4.992,246 1/2,
1978-05-03,,,,173.2,246 3/4,172.2,,,,,,,,,172.2,,135 1/2,,714,5.029,246 3/4,
1978-05-04,,,,174.3,251 1/4,174.1,,,,,,,,,174.1,,140,,717,5.07,251 1/4,
1978-05-05,,,,176.4,254,174.0,,,,,,,,,174.0,,141 1/2,,727 1/2,5.063,254,
1978-05-08,,,,174.5,250 1/2,172.6,,,,,,,,,172.6,,139 1/4,,708 1/4,5.032,250 1/2,
1978-05-09,,,,176.8,252 3/4,172.8,,,,,,,,,172.8,,139 1/2,,715 1/2,5.015,252 3/4,
1978-05-10,,,,177.1,253 1/4,174.9,,,,,,,,,174.9,,139 3/4,,719,5.068,253 1/4,
1978-05-11,,,,177.5,257 1/2,174.4,,,,,,,,,174.4,,141 3/4,,725 1/2,5.032,257 1/2,
1978-05-12,,,,177.8,256 1/2,174.4,,,,,,,,,174.4,,142 1/4,,733,5.041,256 1/2,
1978-05-15,,,,180.4,262,176.6,,,,,,,,,176.6,,144,,737 1/2,5.078,262,
1978-05-16,,,,179.4,263 1/4,177.6,,,,,,,,,177.6,,144 1/2,,727 1/4,5.128,263 1/4,
1978-05-17,,,,178.0,262 1/2,177.2,,,,,,,,,177.2,,144,,716 1/4,5.127,262 1/2,
1978-05-18,,,,177.7,263 3/4,179.0,,,,,,,,,179.0,,143 1/4,,728 1/2,5.183,263 3/4,
1978-05-19,,,,179.0,262 1/4,178.6,,,,,,,,,178.6,,143,,729,5.153,262 1/4,
1978-05-22,,,,179.2,257,179.9,,,,,,,,,179.9,,147,,706 3/4,5.164,257,
1978-05-23,,,,180.3,263,181.8,,,,,,,,,181.8,,152 1/2,,716 1/4,5.198,263,
1978-05-24,,,,179.7,262,179.4,,,,,,,,,179.4,,151 1/2,,712 3/4,5.163,262,
1978-05-25,,,,186.7,267,180.3,,,,,,,,,180.3,,154 3/4,,739 1/2,5.232,267,
1978-05-26,,,,184.6,266 3/4,179.8,,,,,,,,,179.8,,153 1/2,,735,5.282,266 3/4,
1978-05-30,,,,185.1,270,183.9,,,,,,,,,183.9,,154,,745 1/4,5.439,270,
1978-05-31,,,,183.7,269 1/2,184.3,,,,,,,,,184.3,,149 1/4,,737,5.43,269 1/2,
1978-06-01,,,,182.2,265 1/2,184.0,,,,,,,,,184.0,,147,,732 1/2,5.452,265 1/2,
1978-06-02,,,,174.7,261,182.7,,,,,,,,,182.7,,141 3/4,,702 1/2,5.35,261,
1978-06-05,,,,177.2,264,181.6,,,,,,,,,181.6,,144 1/4,,705 3/4,5.339,264,
1978-06-06,,,,173.6,262 3/4,182.2,,,,,,,,,182.2,,142 3/4,,694,5.374,262 3/4,
1978-06-07,,,,172.3,258 3/4,180.7,,,,,,,,,180.7,,138 3/4,,682 1/2,5.27,258 3/4,
1978-06-08,,,,172.9,257 3/4,182.0,,,,,,,,,182.0,,139,,687,5.304,257 3/4,
1978-06-09,,,,173.9,256,181.5,,,,,,,,,181.5,,134 1/4,,690,5.275,256,
1978-06-12,,,,176.1,257 3/4,181.1,,,,,,,,,181.1,,136,,693 1/4,5.241,257 3/4,
1978-06-13,,,,174.8,257 1/2,183.7,,,,,,,,,183.7,,138,,685 1/2,5.325,257 1/2,
1978-06-14,,,,169.7,255 1/2,183.2,,,,,,,,,183.2,,135 1/4,,665,5.265,255 1/2,
1978-06-15,,,,170.9,254,184.1,,,,,,,,,184.1,,137 3/4,,671,5.318,254,
1978-06-16,,,,172.3,253 1/2,185.7,,,,,,,,,185.7,,139 3/4,,677 1/2,5.344,253 1/2,
1978-06-19,,,,172.5,257 1/4,186.6,,,,,,,,,186.6,,142 1/2,,681 1/4,5.39,257 1/4,
1978-06-20,,,,173.3,258 3/4,186.0,,,,,,,,,186.0,,140 3/4,,688 1/2,5.374,258 3/4,
1978-06-21,,,,172.4,257 1/4,185.9,,,,,,,,,185.9,,136,,676,5.334,257 1/4,
1978-06-22,,,,176.2,259 1/2,186.4,,,,,,,,,186.4,,135 1/2,,686 1/2,5.324,259 1/2,
1978-06-23,,,,173.3,257 3/4,185.8,,,,,,,,,185.8,,134,,679,5.316,257 3/4,
1978-06-26,,,,174.6,256 1/4,185.1,,,,,,,,,185.1,,130 1/2,,692,5.335,256 1/4,
1978-06-27,,,,173.8,253 3/4,184.1,,,,,,,,,184.1,,128 1/4,,682 1/4,5.357,253 3/4,
1978-06-28,,,,172.6,247 1/4,,,,,,,,,,,,123 3/4,,677 1/4,5.347,247 1/4,
1978-06-29,,,,173.2,245 3/4,183.9,,,,,,,,,183.9,,123 1/4,,678 1/2,5.242,245 3/4,
1978-06-30,,,,174.8,248,183.7,,,,,,,,,183.7,,126 3/4,,685,5.214,248,
1978-07-03,,,,170.8,244,184.8,,,,,,,,,184.8,,123 3/4,,670,5.258,244,
1978-07-05,,,,174.1,247,184.9,,,,,,,,,184.9,,126 3/4,,688,5.249,247,
1978-07-06,,,,176.4,247,183.9,,,,,,,,,183.9,,128,,696 1/2,5.195,247,
1978-07-07,,,,175.9,244 1/2,186.5,,,,,,,,,186.5,,127 1/2,,696 1/2,5.235,244 1/2,
1978-07-10,,,,175.2,243 1/4,187.2,,,,,,,,,187.2,,127 1/4,,696 1/4,5.281,243 1/4,
1978-07-11,,,,175.2,239 1/4,186.6,,,,,,,,,186.6,,127 1/2,,687 1/4,5.265,239 1/4,
1978-07-12,,,,174.0,234 3/4,187.2,,,,,,,,,187.2,,126 1/2,,683 1/2,5.278,234 3/4,
1978-07-13,,,,171.1,231 3/4,186.1,,,,,,,,,186.1,,128,,668 1/4,5.26,231 3/4,
1978-07-14,,,,171.2,232 1/2,186.6,,,,,,,,,186.6,,126,,651 1/2,5.243,232 1/2,
1978-07-17,,,,169.1,230,184.8,,,,,,,,,184.8,,120,,641 1/2,5.204,230,
1978-07-18,,,,169.0,222 1/4,186.0,,,,,,,,,186.0,,114,,632 1/4,5.225,222 1/4,
1978-07-19,,,,166.2,225,187.4,,,,,,,,,187.4,,117 3/4,,634 1/2,5.26,225,
1978-07-20,,,,164.8,225 3/4,192.2,,,,,,,,,192.2,,118 1/2,,636 1/4,5.386,225 3/4,
1978-07-21,,,,166.8,232 3/4,196.3,,,,,,,,,196.3,,125 1/2,,646 1/2,5.473,232 3/4,
1978-07-24,,,,163.8,229,193.8,,,,,,,,,193.8,,121 1/4,,628 1/2,5.484,229,
1978-07-25,,,,163.8,227 3/4,195.5,,,,,,,,,195.5,,121,,623,5.506,227 3/4,
1978-07-26,,,,164.6,230 1/4,195.0,,,,,,,,,195.0,,123 1/4,,630 1/2,5.462,230 1/4,
1978-07-27,,,,163.6,228 1/2,198.2,,,,,,,,,198.2,,123 3/4,,632 1/2,5.573,228 1/2,
1978-07-28,,,,165.0,227 3/4,200.6,,,,,,,,,200.6,,127 1/4,,637 1/2,5.606,227 3/4,
1978-07-31,,,,164.6,228,203.6,,,,,,,,,203.6,,132 1/2,,639 1/2,5.692,228,
1978-08-01,,,,164.1,225 1/2,201.4,,,,,,,,,201.4,,128 3/4,,628 3/4,5.585,225 1/2,
1978-08-02,,,,162.9,221,202.6,,,,,,,,,202.6,,125,,626 1/4,5.563,221,
1978-08-03,,,,162.3,220 1/4,200.0,,,,,,,,,200.0,,126 1/4,,622 1/2,5.51,220 1/4,
1978-08-04,,,,161.4,218 1/2,203.9,,,,,,,,,203.9,,128,,619,5.567,218 1/2,
1978-08-07,,,,158.3,214,207.5,,,,,,,,,207.5,,122 3/4,,609 1/4,5.569,214,
1978-08-08,,,,157.6,216 1/2,208.4,,,,,,,,,208.4,,124,,604 1/4,5.564,216 1/2,
1978-08-09,,,,159.3,218 3/4,205.2,,,,,,,,,205.2,,125 1/4,,618 3/4,5.517,218 3/4,
1978-08-10,,,,159.0,219,209.7,,,,,,,,,209.7,,125 1/4,,620 1/2,5.557,219,
1978-08-11,,,,158.7,213 1/2,210.4,,,,,,,,,210.4,,124 1/4,,625,5.629,213 1/2,
1978-08-14,,,,163.6,216 1/2,214.7,,,,,,,,,214.7,,128,,640,5.707,216 1/2,
1978-08-15,,,,166.5,222 3/4,212.6,,,,,,,,,212.6,,128 1/2,,649 1/2,5.629,222 3/4,
1978-08-16,,,,164.0,218 1/2,212.0,,,,,,,,,212.0,,126 1/2,,638 1/4,5.564,218 1/2,
1978-08-17,,,,168.0,220,206.9,,,,,,,,,206.9,,128 1/4,,651 1/4,5.425,220,
1978-08-18,,,,169.2,223 1/4,208.0,,,,,,,,,208.0,,128 1/4,,657 1/4,5.39,223 1/4,
1978-08-21,,,,169.0,224,208.0,,,,,,,,,208.0,,127 1/2,,665 3/4,5.411,224,
1978-08-22,,,,168.8,224 1/4,204.8,,,,,,,,,204.8,,126 3/4,,670,5.387,224 1/4,
1978-08-23,,,,169.8,221 3/4,202.5,,,,,,,,,202.5,,126 1/4,,654 1/4,5.408,221 3/4,
1978-08-24,,,,172.1,222 1/2,200.5,,,,,,,,,200.5,,128 3/4,,663,5.416,222 1/2,
1978-08-25,,,,173.9,221 3/4,198.4,,,,,,,,,198.4,,128 3/4,,668,5.406,221 3/4,
1978-08-28,,,,170.1,219,198.6,,,,,,,,,198.6,,125 1/2,,650 1/2,5.375,219,
1978-08-29,,,,166.5,214 1/2,,,,,,,,,,,,123,,645 1/2,5.478,214 1/2,
1978-08-30,,,,168.2,215 1/2,208.6,,,,,,,,,208.6,,123 1/2,,655 3/4,5.486,215 1/2,
1978-08-31,,,,169.2,214 1/4,207.6,,,,,,,,,207.6,,122 3/4,,655 1/2,5.478,214 1/4,
1978-09-01,,,,168.4,213 3/4,212.5,,,,,,,,,212.5,,123 1/2,,656,5.543,213 3/4,
1978-09-05,,,,164.9,212,214.5,,,,,,,,,214.5,,123,,638,5.567,212,
1978-09-06,,,,166.2,212,213.3,,,,,,,,,213.3,,125 1/2,,644 1/2,5.512,212,
1978-09-07,,,,167.7,213,208.2,,,,,,,,,208.2,,130 1/4,,646 1/4,5.458,213,
1978-09-08,,,,170.4,212 3/4,207.1,,,,,,,,,207.1,,133 3/4,,648 1/4,5.433,212 3/4,
1978-09-11,,,,170.9,215,207.3,,,,,,,,,207.3,,133 1/2,,653 1/2,5.45,215,
1978-09-12,,,,170.3,215 1/2,208.4,,,,,,,,,208.4,,132 3/4,,651,5.475,215 1/2,
1978-09-13,,,,172.5,213 1/2,212.5,,,,,,,,,212.5,,135,,665 3/4,5.568,213 1/2,
1978-09-14,,,,171.5,212 3/4,211.1,,,,,,,,,211.1,,133,,659 1/2,5.534,212 3/4,
1978-09-15,,,,169.5,209 3/4,211.4,,,,,,,,,211.4,,130,,652,5.547,209 3/4,
1978-09-18,,,,170.7,211,213.2,,,,,,,,,213.2,,131,,656 1/4,5.569,211,
1978-09-19,,,,172.3,213 3/4,211.8,,,,,,,,,211.8,,133 1/2,,665 1/2,5.538,213 3/4,
1978-09-20,,,,174.6,211 3/4,216.0,,,,,,,,,216.0,,135,,689 1/2,5.664,211 3/4,
1978-09-21,,,,169.4,220 1/4,216.6,,,,,,,,,216.6,,143,,652 1/4,5.66,220 1/4,
1978-09-22,,,,169.9,219 1/4,219.3,,,,,,,,,219.3,,142 1/2,,647,5.673,219 1/4,
1978-09-25,,,,168.9,220 1/4,218.3,,,,,,,,,218.3,,143 1/2,,641 1/2,5.66,220 1/4,
1978-09-26,,,,168.6,220 3/4,216.3,,,,,,,,,216.3,,142 3/4,,645,5.625,220 3/4,
1978-09-27,,,,169.8,223 1/4,219.0,,,,,,,,,219.0,,144 1/2,,652,5.75,223 1/4,
1978-09-28,,,,170.7,226,218.1,,,,,,,,,218.1,,144 1/4,,653 3/4,5.743,226,
1978-09-29,,,,170.4,226 1/4,217.9,,,,,,,,,217.9,,142 1/2,,651,5.715,226 1/4,
1978-10-02,,,,173.9,229 1/2,220.1,,,,,,,,,220.1,,144 1/2,,661 1/2,5.813,229 1/2,
1978-10-03,,,,174.4,228 1/2,223.3,,,,,,,,,223.3,,145 3/4,,663 1/2,5.875,228 1/2,
1978-10-04,,,,175.8,229,224.0,,,,,,,,,224.0,,145,,671 1/2,5.867,229,
1978-10-05,,,,176.6,229,224.2,,,,,,,,,224.2,,146,,671 1/2,5.885,229,
1978-10-06,,,,176.1,226,222.5,,,,,,,,,222.5,,144 3/4,,662 1/2,5.835,226,
1978-10-09,,,,180.2,229 3/4,224.1,,,,,,,,,224.1,,148 3/4,,677 1/2,5.933,229 3/4,
1978-10-10,,,,179.2,229 1/4,224.9,,,,,,,,,224.9,,146 3/4,,671 1/2,5.965,229 1/4,
1978-10-11,,,,178.0,229 3/4,227.7,,,,,,,,,227.7,,147 3/4,,670 1/2,6.015,229 3/4,
1978-10-12,,,,180.9,233 1/2,223.4,,,,,,,,,223.4,,150,,687 1/2,5.932,233 1/2,
1978-10-13,,,,182.3,231 1/4,224.2,,,,,,,,,224.2,,149 1/4,,690 1/2,5.945,231 1/4,
1978-10-16,,,,183.8,232 3/4,227.1,,,,,,,,,227.1,,149,,696,5.982,232 3/4,
1978-10-17,,,,182.2,230,228.7,,,,,,,,,228.7,,146 1/2,,689,5.987,230,
1978-10-18,,,,179.3,227 1/2,228.6,,,,,,,,,228.6,,142 1/4,,677 1/2,5.965,227 1/2,
1978-10-19,,,,178.5,226 1/4,225.4,,,,,,,,,225.4,,137 3/4,,676 1/4,5.895,226 1/4,
1978-10-20,,,,176.9,225 3/4,227.7,,,,,,,,,227.7,,136,,672 1/4,5.887,225 3/4,
1978-10-23,,,,181.9,228,225.8,,,,,,,,,225.8,,138,,672 1/4,5.858,228,
1978-10-24,,,,184.8,230,227.9,,,,,,,,,227.9,,140,,685 1/2,5.9,230,
1978-10-25,,,,188.7,232 1/2,233.7,,,,,,,,,233.7,,141,,698 1/2,6.1,232 1/2,
1978-10-26,,,,191.2,236 3/4,235.0,,,,,,,,,235.0,,141 3/4,,700 1/2,6.118,236 3/4,
1978-10-27,,,,197.9,239,,,,,,,,,,,,143,,717 3/4,6.2,239,
1978-10-30,,,,201.9,235 1/2,247.8,,,,,,,,,247.8,,143 1/4,,721 1/2,6.365,235 1/2,
1978-10-31,,,,196.6,234 1/4,246.7,,,,,,,,,246.7,,141 1/4,,707 1/4,6.215,234 1/4,
1978-11-01,,,,191.1,232 1/2,230.7,,,,,,,,,230.7,,139 1/2,,690 1/2,6.015,232 1/2,
