Date,CL1 Comdty - Last Price,CO1 Comdty - Last Price,CP1 Comdty - Last Price
2014-01-27,95.72,106.69,68000
2014-01-24,96.64,107.88,68250
2014-01-23,97.32,107.58,68530
2014-01-22,96.73,108.27,68350
2014-01-21,94.99,106.73,68320
2014-01-17,94.37,106.48,67940
2014-01-16,93.96,107.09,68260
2014-01-15,94.17,107.13,67980
2014-01-14,92.59,106.39,67800
2014-01-12,69.0,72.54,49550
2014-01-10,90.73,94.16,65130
2014-01-08,97.88,104.84,67650
2014-01-07,105.34,112.29,69470
2014-01-05,99.42,107.76,67510
2014-01-04,99.74,105.62,67770
2013-12-30,99.29,111.21,70330
2013-12-27,100.32,112.18,70350
2013-12-26,99.55,111.98,70390
2013-12-24,99.22,111.9,70120
2013-12-20,99.32,111.77,69940
2013-12-19,98.77,110.29,69730
2013-12-18,97.8,109.63,69190
2013-12-17,97.22,108.44,69460
2013-12-16,97.48,110.47,69200
2013-12-13,96.6,108.83,69410
2013-12-12,97.5,108.67,69570
2013-12-11,93.04,105.81,65180
2013-12-09,108.6,112.63,68460
2013-12-08,106.11,108.97,63660
2013-12-07,105.95,108.81,64440
2013-12-06,95.88,103.49,61070
2013-12-04,91.29,103.11,64060
2013-12-03,92.54,109.65,63890
2013-12-02,97.51,118.66,66670
2013-11-29,92.72,109.69,66670
2013-11-27,92.3,111.31,66620
2013-11-26,93.68,110.88,66670
2013-11-25,94.09,111.0,66440
2013-11-22,94.84,111.05,66520
2013-11-21,95.44,110.08,66050
2013-11-20,93.33,108.06,65830
2013-11-19,93.34,106.92,65930
2013-11-18,93.03,108.47,66050
2013-11-15,93.84,108.5,66110
2013-11-14,93.76,108.54,65650
2013-11-13,93.88,107.12,65110
2013-11-12,97.44,109.7,69300
2013-11-11,95.14,106.4,64700
2013-11-10,102.02,111.28,66500
2013-11-09,107.56,111.5,68330
2013-11-07,104.91,107.73,64470
2013-11-06,95.38,102.96,62190
2013-11-04,93.51,104.27,64540
2013-11-03,92.06,110.22,63980
2013-11-01,93.56,110.64,60000
2013-10-31,96.38,108.84,65680
2013-10-30,96.77,109.86,65720
2013-10-29,98.2,109.01,65640
2013-10-28,98.68,109.61,65550
2013-10-25,97.85,106.93,65550
2013-10-24,97.11,106.99,65600
2013-10-23,96.86,107.8,65890
2013-10-22,97.8,109.97,65980
2013-10-21,99.22,109.64,66000
2013-10-18,100.81,109.94,65850
2013-10-17,100.67,109.11,66380
2013-10-16,102.29,110.86,66060
2013-10-15,101.21,109.96,66320
2013-10-12,98.51,109.38,69740
2013-10-10,103.01,111.8,65520
2013-10-09,107.39,111.25,68990
2013-10-07,106.52,108.51,65050
2013-10-06,95.77,103.95,62630
2013-10-05,96.04,103.91,64280
2013-10-04,94.64,105.79,64320
2013-10-01,93.82,111.89,59670
2013-09-30,102.33,108.37,67630
2013-09-27,102.87,108.63,67700
2013-09-26,103.03,109.21,67660
2013-09-25,102.66,108.32,67840
2013-09-24,103.13,108.64,67850
2013-09-20,104.67,109.22,68150
2013-09-19,106.39,108.76,68300
2013-09-18,108.07,110.6,67990
2013-09-17,105.42,108.19,68520
2013-09-13,108.21,112.78,69250
2013-09-12,97.34,109.39,70250
2013-09-10,101.61,109.06,65400
2013-09-09,109.52,113.72,69530
2013-09-08,105.97,108.22,63300
2013-09-07,103.53,107.81,65430
2013-09-05,96.39,104.47,63100
2013-09-04,94.2,106.23,64100
2013-09-01,93.1,111.76,59390
2013-08-30,107.65,114.01,65910
2013-08-29,108.8,115.16,65900
2013-08-28,110.1,116.61,65970
2013-08-27,109.01,114.36,65770
2013-08-26,105.92,110.73,65840
2013-08-23,106.42,111.04,65730
2013-08-22,105.03,109.9,65400
2013-08-21,103.85,109.81,65230
2013-08-20,104.96,110.15,65200
2013-08-19,107.1,109.9,65420
2013-08-16,107.46,110.4,65540
2013-08-15,107.33,111.11,65300
2013-08-14,106.85,110.2,65000
2013-08-13,106.83,109.82,64550
2013-08-11,94.6,105.12,63420
2013-08-10,103.49,110.16,65120
2013-08-08,103.4,106.68,63410
2013-08-07,103.14,107.43,65280
2013-08-05,96.62,104.34,63000
2013-08-04,93.36,104.66,63850
2013-08-03,91.95,110.85,63640
2013-08-02,95.72,118.9,66040
2013-08-01,93.15,111.94,59110
2013-07-31,105.03,107.7,64950
2013-07-30,103.08,106.91,65140
2013-07-29,104.55,107.45,64960
2013-07-26,104.7,107.17,65040
2013-07-25,105.49,107.65,65150
2013-07-24,105.39,107.19,65230
2013-07-23,107.23,108.42,65200
2013-07-22,106.91,108.15,65240
2013-07-19,108.05,108.07,65240
2013-07-18,108.04,108.7,65310
2013-07-17,106.48,108.61,64830
2013-07-16,106.0,109.4,65000
2013-07-11,94.2,103.46,64580
2013-07-10,103.03,109.68,64910
2013-07-08,104.37,107.44,64000
2013-07-06,96.03,104.56,61340
2013-07-05,95.62,104.4,63530
2013-07-03,91.56,111.15,62560
2013-07-02,95.83,117.24,65850
2013-07-01,93.19,111.4,59060
2013-06-28,96.56,102.16,61510
2013-06-27,97.05,102.82,61500
2013-06-26,95.5,101.66,61390
2013-06-25,95.32,101.26,61370
2013-06-24,95.18,101.16,61240
2013-06-21,93.69,100.91,61640
2013-06-20,95.4,102.15,61920
2013-06-19,98.24,106.12,61790
2013-06-18,98.44,106.02,61620
2013-06-17,97.77,105.47,61550
2013-06-14,97.85,105.93,61220
2013-06-13,96.69,104.25,60330
2013-06-12,97.65,111.61,69510
2013-06-11,94.8,105.24,65060
2013-06-09,110.53,116.12,69140
2013-06-08,105.3,108.18,65000
2013-06-06,94.76,103.61,62400
2013-06-03,90.43,111.06,62630
2013-06-02,96.62,116.73,65850
2013-05-31,91.97,100.39,63830
2013-05-30,93.61,102.19,63890
2013-05-29,93.13,102.43,64100
2013-05-28,95.01,104.23,63990
2013-05-24,94.15,102.64,63950
2013-05-23,94.25,102.44,63700
2013-05-22,94.28,102.6,64300
2013-05-21,96.16,103.91,64600
2013-05-20,96.71,104.8,64550
2013-05-17,96.02,104.64,64320
2013-05-16,95.16,103.8,64000
2013-05-15,94.3,103.68,63790
2013-05-14,94.21,102.6,63800
2013-05-13,95.17,102.82,64100
2013-05-12,97.38,110.98,69390
2013-05-11,93.37,105.33,65120
2013-05-09,108.37,115.26,69020
2013-05-08,106.56,108.7,65460
2013-05-07,103.22,107.72,64000
2013-05-06,93.74,103.04,62660
2013-05-04,92.7,104.12,63100
2013-05-03,90.82,111.61,61680
2013-05-02,96.64,116.52,64350
2013-04-30,93.46,102.37,62520
2013-04-26,93.0,103.16,62600
2013-04-25,93.64,103.41,62600
2013-04-24,91.43,101.73,62450
2013-04-23,89.18,100.31,62280
2013-04-22,88.76,100.39,62400
2013-04-19,88.01,99.65,62100
2013-04-18,87.73,99.13,61600
2013-04-17,86.68,97.69,62390
2013-04-16,88.72,99.91,62210
2013-04-15,88.71,100.39,62550
2013-04-12,97.2,111.88,70390
2013-04-10,103.84,109.46,64760
2013-04-09,107.23,114.91,69250
2013-04-06,93.31,103.24,62370
2013-04-04,93.26,106.34,63290
2013-04-03,90.12,110.09,61850
2013-04-02,96.17,115.6,65110
2013-04-01,93.09,111.31,59270
2013-03-28,97.23,110.02,62980
2013-03-27,96.58,109.69,63090
2013-03-26,96.34,109.36,62800
2013-03-25,94.81,108.17,62950
2013-03-22,93.71,107.66,62900
2013-03-21,92.45,107.47,63200
2013-03-19,92.16,107.45,63330
2013-03-18,93.74,109.51,62610
2013-03-15,93.45,109.82,63620
2013-03-14,93.03,109.42,63160
2013-03-13,92.52,108.52,63400
2013-03-12,96.04,112.62,70070
2013-03-10,103.31,109.0,64910
2013-03-09,108.54,115.68,68760
2013-03-07,101.24,105.76,64210
2013-03-06,93.45,102.06,61800
2013-03-04,94.45,107.11,63590
2013-02-28,92.05,111.38,65190
2013-02-27,92.76,111.87,65120
2013-02-26,92.63,112.71,65220
2013-02-25,93.11,114.44,65520
2013-02-22,93.13,114.1,65480
2013-02-21,92.84,113.53,65600
2013-02-20,94.46,115.6,65820
2013-02-19,96.66,117.52,66060
2013-02-15,95.86,117.66,65930
2013-02-14,97.31,118.0,66500
2013-02-13,97.01,118.72,66380
2013-02-12,93.82,111.45,68780
2013-02-10,104.1,109.19,64400
2013-02-08,106.94,108.95,66600
2013-02-07,99.6,104.0,62780
2013-02-05,93.99,102.85,59600
2013-02-04,97.19,110.69,63190
2013-01-31,97.49,115.55,60620
2013-01-30,97.94,114.9,60550
2013-01-29,97.57,114.36,60670
2013-01-28,96.44,113.48,60600
2013-01-25,95.88,113.28,60550
2013-01-24,95.95,113.28,60250
2013-01-23,95.23,112.8,60000
2013-01-22,96.24,112.42,60250
2013-01-18,95.56,111.89,60400
2013-01-17,95.49,111.1,59550
2013-01-16,94.24,110.61,59280
2013-01-15,93.28,110.3,60040
2013-01-11,94.61,105.91,65910
2013-01-10,102.04,107.94,64440
2013-01-08,107.89,109.54,64800
2013-01-07,97.99,103.0,61940
2013-01-05,91.03,99.95,60900
2013-01-04,97.07,111.08,63360
2013-01-03,90.68,110.4,61370
2013-01-02,97.77,116.76,64490
2012-12-28,90.8,110.62,56050
2012-12-27,90.87,110.8,56090
2012-12-26,90.98,111.07,55780
2012-12-21,88.66,108.97,55750
2012-12-20,90.13,110.2,55890
2012-12-19,89.51,110.36,55870
2012-12-18,87.93,108.84,55700
2012-12-17,87.2,107.64,55650
2012-12-14,86.73,109.15,55340
2012-12-13,85.89,107.91,55490
2012-12-12,86.77,109.5,54850
2012-12-11,85.57,109.07,53470
2012-12-10,91.86,114.62,54470
2012-12-09,97.01,115.96,55770
2012-12-07,86.08,101.07,48620
2012-12-06,83.32,97.14,48000
2012-12-04,103.64,121.71,60700
2012-12-03,106.34,125.34,63650
2012-12-01,99.1,111.26,53830
2012-11-30,88.91,111.23,54600
2012-11-29,88.07,110.76,54650
2012-11-28,86.49,109.51,54700
2012-11-27,87.18,109.87,54870
2012-11-26,87.74,110.92,54830
2012-11-21,87.38,110.86,54680
2012-11-20,86.75,109.83,54830
2012-11-19,89.28,111.7,54650
2012-11-16,86.67,108.95,54040
2012-11-15,85.45,110.98,54090
2012-11-14,86.32,109.61,53290
2012-11-13,85.38,108.26,53250
2012-11-12,85.79,108.01,54650
2012-11-10,92.07,115.71,54210
2012-11-09,97.17,115.4,55740
2012-11-07,85.81,100.23,48200
2012-11-06,82.7,98.0,49460
2012-11-05,96.13,112.26,55100
2012-11-04,102.7,120.18,60730
2012-11-01,100.87,112.24,53720
2012-10-31,86.24,108.7,54080
2012-10-30,85.68,109.08,54080
2012-10-29,85.54,109.44,54130
2012-10-26,86.28,109.55,54120
2012-10-25,86.05,108.49,54110
2012-10-24,85.73,107.85,54080
2012-10-23,86.67,108.25,54250
2012-10-22,88.73,109.44,54170
2012-10-19,90.05,110.14,54460
2012-10-18,92.1,112.42,54710
2012-10-17,92.12,113.22,54600
2012-10-16,92.09,115.07,54730
2012-10-15,91.85,115.8,54310
2012-10-12,85.56,107.33,54880
2012-10-10,91.25,114.33,54210
2012-10-09,96.54,114.81,55710
2012-10-08,92.87,112.95,53070
2012-10-07,83.91,97.97,48240
2012-10-05,97.08,112.73,55510
2012-10-04,101.02,119.88,61520
2012-10-02,98.67,117.31,55650
2012-10-01,102.24,113.28,53820
2012-09-28,92.19,112.39,54680
2012-09-27,91.85,112.01,54680
2012-09-26,89.98,110.04,54630
2012-09-25,91.37,110.45,54620
2012-09-24,91.93,109.81,54690
2012-09-21,92.89,111.42,54730
2012-09-20,91.87,110.03,54540
2012-09-19,91.98,108.19,55540
2012-09-18,95.29,112.03,55400
2012-09-14,99.0,116.66,56060
2012-09-13,98.31,116.9,55810
2012-09-11,86.07,109.4,52950
2012-09-10,92.39,114.5,53790
2012-09-08,93.36,113.22,52960
2012-09-07,85.99,100.32,48480
2012-09-05,96.81,113.2,55460
2012-09-04,102.46,122.67,61850
2012-09-03,107.4,125.98,63580
2012-09-02,99.84,118.59,55260
2012-08-31,96.47,114.57,53880
2012-08-30,94.62,112.65,53890
2012-08-29,95.49,112.54,53910
2012-08-28,96.33,112.58,53910
2012-08-27,95.47,112.26,54130
2012-08-24,96.15,113.59,53970
2012-08-23,96.27,115.01,54280
2012-08-22,97.26,114.91,54270
2012-08-21,96.68,114.64,54180
2012-08-20,95.97,113.7,54320
2012-08-17,96.01,113.71,54200
2012-08-16,95.6,116.9,54090
2012-08-15,94.33,116.25,53400
2012-08-14,93.43,114.03,53340
2012-08-13,92.73,113.6,53080
2012-08-11,85.09,107.25,53330
2012-08-08,93.35,112.14,52610
2012-08-06,84.1,99.47,48100
2012-08-05,97.01,112.73,55900
2012-08-03,106.58,125.44,62780
2012-08-02,98.71,117.2,55020
2012-07-31,88.06,104.92,49400
2012-07-30,89.78,106.2,49570
2012-07-27,90.13,106.47,49450
2012-07-26,89.39,105.26,49410
2012-07-25,88.97,104.38,49230
2012-07-24,88.5,103.42,49290
2012-07-23,88.14,103.26,49500
2012-07-20,91.44,106.83,50020
2012-07-19,92.66,107.8,49810
2012-07-18,89.87,105.16,49640
2012-07-17,89.22,104.0,49400
2012-07-13,87.1,102.4,48950
2012-07-12,85.93,107.02,54840
2012-07-11,84.44,106.82,54680
2012-07-09,96.42,114.25,55510
2012-07-08,93.67,112.0,51740
2012-07-06,84.82,99.93,49000
2012-07-05,97.94,113.16,55550
2012-07-03,106.16,124.12,61580
2012-07-02,98.41,116.23,54670
2012-06-29,84.96,97.8,47130
2012-06-28,77.69,91.36,47150
2012-06-27,80.21,93.5,47190
2012-06-26,79.36,93.02,47150
2012-06-25,79.21,91.01,47300
2012-06-22,79.76,90.98,47100
2012-06-21,78.2,89.23,47340
2012-06-20,81.8,92.69,47830
2012-06-19,84.03,95.76,47750
2012-06-18,83.27,96.05,48450
2012-06-15,84.03,97.61,48130
2012-06-14,83.91,97.03,47930
2012-06-13,82.62,97.13,48140
2012-06-12,86.26,107.03,55370
2012-06-11,88.71,111.07,53420
2012-06-09,95.53,113.49,55300
2012-06-08,92.2,109.55,51600
2012-06-07,84.45,98.19,49000
2012-06-06,85.02,100.64,48000
2012-06-03,104.7,121.98,62350
2012-06-02,96.91,115.93,54110
2012-06-01,101.56,113.06,53480
2012-05-31,86.53,101.87,53880
2012-05-30,87.82,103.47,53960
2012-05-29,90.76,106.68,53930
2012-05-25,90.86,106.83,53970
2012-05-24,90.66,106.55,53890
2012-05-23,89.9,105.56,54200
2012-05-22,91.66,108.41,54390
2012-05-21,92.57,108.81,54180
2012-05-18,91.48,107.14,54100
2012-05-17,92.56,107.49,55100
2012-05-16,92.81,111.71,55080
2012-05-15,93.98,112.24,55100
2012-05-14,94.78,111.57,55250
2012-05-12,87.88,108.81,55800
2012-05-11,85.65,107.73,52890
2012-05-10,89.88,112.02,54140
2012-05-09,95.36,113.09,55140
2012-05-07,87.22,100.7,48760
2012-05-06,84.29,98.84,48020
2012-05-04,103.31,123.43,62680
2012-05-03,106.72,123.8,62140
2012-05-01,101.81,112.74,53720
2012-04-27,104.93,119.83,60200
2012-04-26,104.55,119.92,60210
2012-04-25,104.12,119.12,60240
2012-04-24,103.55,118.16,60150
2012-04-23,103.11,118.71,60350
2012-04-20,103.05,118.76,60280
2012-04-19,102.27,118.0,60320
2012-04-18,102.67,117.97,60350
2012-04-17,104.2,118.78,59920
2012-04-16,102.93,118.68,60570
2012-04-13,102.83,121.83,60900
2012-04-12,88.5,109.84,55900
2012-04-10,91.71,112.58,52660
2012-04-09,95.3,114.18,55920
2012-04-06,83.98,98.85,47020
2012-04-04,101.47,122.34,63360
2012-04-01,103.22,113.7,52740
2012-03-30,103.02,122.88,63640
2012-03-29,102.78,122.39,63610
2012-03-28,105.41,124.16,63800
2012-03-27,107.33,125.54,63940
2012-03-26,107.03,125.65,63880
2012-03-23,106.87,125.13,63600
2012-03-22,105.35,123.14,63960
2012-03-21,107.27,124.2,64230
2012-03-19,108.09,125.71,64310
2012-03-16,107.06,125.81,63900
2012-03-15,105.11,123.55,64350
2012-03-14,105.43,124.97,64340
2012-03-13,106.71,126.22,63800
2012-03-12,89.09,110.92,56300
2012-03-10,88.14,108.17,53630
2012-03-08,91.4,108.94,50340
2012-03-07,87.66,100.68,48010
2012-03-04,104.01,124.86,63040
2012-03-02,97.84,114.58,53110
2012-02-29,107.07,122.66,57500
2012-02-28,106.55,121.55,57500
2012-02-27,108.56,124.17,57700
2012-02-24,109.77,125.47,57580
2012-02-23,107.83,123.62,57580
2012-02-22,106.28,122.9,57200
2012-02-21,105.84,121.66,57160
2012-02-17,103.24,119.58,56950
2012-02-16,102.31,120.11,56320
2012-02-15,101.8,118.93,56210
2012-02-14,100.74,118.16,55710
2012-02-13,100.91,117.93,55820
2012-02-11,84.86,105.68,53800
2012-02-10,91.89,111.57,53890
2012-02-08,87.13,105.9,50380
2012-02-07,83.75,97.34,47550
2012-02-05,105.22,118.2,58850
2012-02-04,105.23,125.43,62480
2012-02-03,106.7,123.65,62800
2012-02-02,96.36,112.07,52820
2012-01-31,98.48,110.98,53470
2012-01-30,98.78,110.75,53390
2012-01-27,99.56,111.46,53530
2012-01-26,99.7,110.79,53530
2012-01-25,99.4,109.81,53600
2012-01-24,98.95,110.03,53550
2012-01-23,99.58,110.58,53420
2012-01-20,98.46,109.86,53910
2012-01-19,100.39,111.55,53620
2012-01-18,100.59,110.66,53700
2012-01-17,100.71,111.53,53680
2012-01-13,98.7,110.44,53650
2012-01-11,87.09,108.17,53570
2012-01-10,92.48,112.19,53590
2012-01-08,88.91,105.96,49710
2012-01-06,83.23,98.43,49290
2012-01-05,106.16,119.66,58490
2012-01-03,108.84,126.2,60950
2012-01-02,97.61,111.56,52500
2011-12-30,98.83,107.38,52310
2011-12-29,99.65,108.01,52280
2011-12-28,99.36,107.56,52470
2011-12-27,101.34,109.27,52500
2011-12-22,99.53,107.89,52450
2011-12-21,98.67,107.71,52300
2011-12-20,97.22,106.73,51960
2011-12-19,93.88,103.64,51700
2011-12-16,93.53,103.35,52040
2011-12-15,93.87,105.09,52330
2011-12-14,94.95,105.02,53150
2011-12-13,100.14,109.5,52610
2011-12-12,97.77,107.26,53050
2011-12-10,85.57,111.36,49960
2011-12-09,88.19,112.25,51840
2011-12-08,85.38,108.03,50140
2011-12-07,97.43,117.75,55200
2011-12-05,98.97,112.98,54910
2011-12-04,106.25,120.92,61290
2011-12-01,91.86,98.12,48960
2011-11-30,100.36,110.52,53300
2011-11-29,99.79,110.82,53390
2011-11-28,98.21,109.0,53300
2011-11-25,96.77,106.4,53290
2011-11-22,98.01,109.03,53220
2011-11-21,96.92,106.88,53090
2011-11-18,97.41,107.56,53150
2011-11-17,98.82,108.22,53810
2011-11-16,102.59,111.88,53780
2011-11-15,99.37,112.39,53930
2011-11-14,98.14,111.89,54160
2011-11-11,98.99,114.16,53850
2011-11-10,85.81,110.73,49500
2011-11-08,85.72,108.02,49940
2011-11-07,95.15,117.24,56070
2011-11-05,98.21,112.57,57000
2011-11-04,109.92,123.98,62680
2011-11-03,101.16,113.84,57150
2011-11-01,91.11,97.61,48050
2011-10-31,93.19,109.56,50320
2011-10-28,93.32,109.91,50500
2011-10-27,93.96,112.08,50530
2011-10-26,90.2,108.91,50530
2011-10-25,93.17,110.92,50530
2011-10-24,91.27,111.45,50500
2011-10-21,87.4,109.56,50700
2011-10-20,85.3,109.76,50100
2011-10-19,86.11,108.39,50800
2011-10-18,88.34,111.15,50400
2011-10-17,86.38,110.16,51160
2011-10-14,86.8,114.68,50530
2011-10-13,84.23,111.11,50000
2011-10-11,97.78,113.71,53490
2011-10-08,82.89,106.68,49600
2011-10-06,99.29,118.78,56430
2011-10-05,103.88,117.63,55450
2011-10-03,102.7,115.43,57520
2011-10-02,86.73,100.87,50640
2011-09-30,79.2,102.76,51520
2011-09-29,82.14,103.95,51330
2011-09-28,81.21,103.81,51610
2011-09-27,84.45,107.14,51610
2011-09-26,80.24,103.94,51040
2011-09-22,80.51,105.49,51880
2011-09-21,85.92,110.36,51920
2011-09-20,86.89,110.54,51770
2011-09-16,87.96,112.22,52570
2011-09-15,89.4,115.34,51900
2011-09-14,88.91,112.4,51620
2011-09-13,90.21,111.89,52460
2011-09-12,99.41,108.62,52720
2011-09-11,95.74,112.31,54290
2011-09-09,87.24,112.77,53340
2011-09-08,79.3,102.57,48400
2011-09-06,101.93,119.57,56200
2011-09-05,102.55,115.9,54150
2011-09-03,104.38,115.94,56470
2011-09-02,86.71,101.82,50050
2011-08-31,88.81,114.85,50990
2011-08-30,88.9,114.02,51310
2011-08-29,87.27,111.88,50870
2011-08-26,85.37,111.36,50980
2011-08-25,85.3,110.62,50990
2011-08-24,85.16,110.15,50920
2011-08-23,85.44,109.31,51030
2011-08-22,84.12,108.36,50500
2011-08-19,82.26,108.62,50400
2011-08-18,82.38,106.99,51030
2011-08-17,87.58,110.6,50870
2011-08-16,86.65,109.47,50870
2011-08-15,87.88,109.91,50360
2011-08-12,98.34,108.11,53420
2011-08-11,96.8,115.0,54040
2011-08-09,89.05,114.55,53960
2011-08-08,81.31,103.74,50290
2011-08-07,96.2,118.33,56680
2011-08-06,100.74,117.85,55590
2011-08-04,112.79,126.65,62360
2011-08-03,105.02,113.06,56340
2011-08-02,86.94,99.92,49820
2011-07-29,95.7,116.74,55180
2011-07-28,97.44,117.36,55280
2011-07-27,97.4,117.43,55300
2011-07-26,99.59,118.28,55350
2011-07-25,99.2,117.94,55230
2011-07-22,99.87,118.67,55380
2011-07-21,99.13,117.51,55440
2011-07-20,98.14,118.15,55400
2011-07-19,97.5,117.06,55160
2011-07-15,97.24,117.26,55200
2011-07-14,95.69,118.32,55580
2011-07-13,98.05,118.78,55500
2011-07-12,100.49,109.53,53780
2011-07-11,95.52,114.56,53860
2011-07-10,82.98,105.88,48790
2011-07-09,89.34,115.8,53130
2011-07-07,98.67,118.59,55040
2011-07-06,99.09,116.78,54950
2011-07-04,110.3,122.67,61390
2011-07-03,105.44,115.04,57540
2011-07-02,87.48,99.25,49970
2011-07-01,88.03,93.33,47720
2011-06-30,95.42,112.48,54700
2011-06-29,94.77,112.4,54720
2011-06-28,92.89,108.78,54530
2011-06-27,90.61,105.99,54400
2011-06-24,91.16,105.12,54600
2011-06-23,91.02,107.26,55000
2011-06-22,95.41,114.21,54500
2011-06-21,93.4,110.95,54900
2011-06-20,93.26,111.69,54970
2011-06-17,93.01,113.21,55150
2011-06-16,94.95,114.02,55300
2011-06-15,94.81,117.1,56590
2011-06-14,99.37,120.16,56280
2011-06-13,97.3,119.1,56180
2011-06-12,101.28,110.81,53140
2011-06-10,82.59,105.73,47670
2011-06-09,86.02,112.89,51470
2011-06-07,96.65,113.62,54860
2011-06-06,99.01,114.48,55410
2011-06-05,97.18,109.13,54410
2011-06-04,108.83,122.3,61460
2011-06-01,88.38,94.52,48160
2011-05-31,102.7,116.73,55600
2011-05-27,100.59,115.03,55680
2011-05-26,100.23,115.05,55580
2011-05-25,101.32,114.93,55280
2011-05-24,99.59,112.53,55280
2011-05-23,97.7,110.1,55360
2011-05-20,99.49,112.39,55400
2011-05-19,98.44,111.42,55590
2011-05-18,100.1,112.3,55100
2011-05-17,96.91,109.99,55270
2011-05-16,97.37,112.73,55370
2011-05-13,99.65,113.83,55400
2011-05-12,100.99,109.81,53780
2011-05-10,79.68,102.73,47250
2011-05-08,86.88,109.37,50400
2011-05-07,96.89,113.61,53820
2011-05-04,108.34,122.22,60370
2011-05-01,90.3,95.5,46650
2011-04-28,112.86,125.02,61070
2011-04-27,112.76,125.13,60970
2011-04-26,112.21,124.14,60860
2011-04-25,112.28,123.66,61050
2011-04-21,112.29,123.99,61050
2011-04-20,111.45,123.85,61010
2011-04-19,108.15,121.33,60630
2011-04-18,107.12,121.61,61070
2011-04-15,109.66,123.45,60970
2011-04-14,108.11,122.36,61240
2011-04-13,107.11,122.88,61300
2011-04-11,94.26,111.97,52900
2011-04-10,75.67,99.79,46720
2011-04-08,86.63,107.25,53640
2011-04-04,108.47,121.06,59590
2011-04-03,104.42,115.97,56800
2011-04-02,89.03,99.83,50370
2011-04-01,89.38,93.53,47520
2011-03-31,106.72,117.36,56060
2011-03-30,104.27,115.13,56000
2011-03-29,104.79,115.16,55900
2011-03-28,103.98,114.8,56050
2011-03-25,105.4,115.59,56000
2011-03-24,105.6,115.72,55990
2011-03-23,105.75,115.55,55910
2011-03-22,104.0,115.7,55890
2011-03-18,101.07,113.93,56300
2011-03-17,101.42,114.9,54210
2011-03-16,97.98,110.62,54070
2011-03-15,97.18,108.52,55050
2011-03-14,101.19,113.67,55770
2011-03-10,77.61,101.71,47110
2011-03-08,91.93,113.23,53280
2011-03-06,100.22,115.84,55600
2011-03-03,101.91,114.79,55650
2011-03-02,90.54,101.76,50880
2011-02-28,96.97,111.8,52230
2011-02-25,97.88,112.14,52200
2011-02-24,97.28,111.36,52000
2011-02-23,98.1,111.25,51600
2011-02-22,93.57,105.78,51850
2011-02-18,86.2,102.52,50900
2011-02-17,86.36,102.59,51190
2011-02-16,84.99,103.78,50760
2011-02-15,84.32,101.64,51150
2011-02-14,84.81,103.08,50600
2011-02-12,100.96,109.94,53300
2011-02-11,92.51,109.34,51860
2011-02-09,86.45,112.33,52950
2011-02-08,93.79,116.46,53920
2011-02-06,100.4,115.54,55110
2011-02-05,113.52,125.12,60940
2011-02-03,102.23,116.35,56750
2011-02-02,90.86,102.34,49820
2011-01-31,92.19,101.01,48170
2011-01-28,89.34,99.42,48120
2011-01-27,85.64,97.39,48120
2011-01-26,87.33,97.91,47950
2011-01-25,86.19,95.25,48000
2011-01-24,87.87,96.61,48210
2011-01-21,89.11,97.6,48130
2011-01-20,88.86,96.58,48180
2011-01-19,90.86,98.16,48200
2011-01-18,91.38,97.8,48150
2011-01-14,91.54,98.68,48600
2011-01-13,91.4,98.06,48930
2011-01-12,100.2,108.99,53650
2011-01-11,92.19,109.54,51430
2011-01-09,88.93,114.29,53320
2011-01-08,94.89,116.81,54850
2011-01-07,94.94,111.77,53910
2011-01-06,100.29,114.53,56570
2011-01-04,107.94,118.7,58350
2011-01-03,99.63,115.42,55500
2011-01-02,90.77,101.74,49420
2010-12-30,89.84,93.09,46750
2010-12-29,91.12,94.14,46830
2010-12-28,91.49,94.38,46850
2010-12-27,91.0,93.85,46900
2010-12-22,90.48,93.65,47040
2010-12-21,89.82,93.2,46980
2010-12-20,88.81,92.74,46830
2010-12-17,88.02,91.67,46750
2010-12-16,87.7,91.71,46830
2010-12-15,88.62,92.2,46440
2010-12-14,88.28,91.21,46290
2010-12-13,88.61,91.19,46480
2010-12-11,84.88,86.34,43520
2010-12-10,81.67,83.5,41520
2010-12-08,75.74,75.52,40500
2010-12-07,74.95,74.37,40400
2010-12-05,75.65,81.2,46960
2010-12-04,84.34,84.77,48750
2010-12-03,81.24,79.39,44300
2010-12-02,74.13,72.9,41170
2010-12-01,80.79,79.3,46660
2010-11-30,84.11,85.92,43500
2010-11-29,85.73,87.34,43300
2010-11-26,83.76,85.58,43320
2010-11-24,83.86,85.84,43030
2010-11-22,81.74,83.96,43460
2010-11-19,81.51,84.34,43200
2010-11-18,81.85,85.05,43060
2010-11-17,80.44,83.28,43290
2010-11-16,82.34,84.73,43510
2010-11-15,84.86,86.7,43400
2010-11-11,87.81,88.81,44050
2010-11-08,78.02,77.64,41640
2010-11-06,73.78,74.35,42560
2010-11-05,76.37,80.49,46840
2010-11-03,82.11,80.28,44100
2010-10-29,81.43,83.15,41400
2010-10-28,82.18,83.59,41350
2010-10-27,81.94,83.23,41360
2010-10-26,82.55,83.66,41360
2010-10-25,82.52,83.54,41400
2010-10-22,81.69,82.96,41300
2010-10-21,80.56,81.83,41230
2010-10-20,81.77,83.6,40990
2010-10-19,79.49,81.1,41600
2010-10-18,83.08,84.37,41110
