Date,CL1 Comdty - Last Price,CO1 Comdty - Last Price,CP1 Comdty - Last Price
2017-05-12,57.62,62.86,42670
2017-05-10,50.79,57.0,38640
2017-05-09,48.66,53.38,35060
2017-05-07,45.13,47.79,34400
2017-05-06,47.4,49.47,34280
2017-05-04,51.15,54.36,36660
2017-05-01,53.76,56.89,39670
2017-04-28,49.33,51.73,36330
2017-04-27,48.97,51.44,36250
2017-04-26,49.62,51.82,36270
2017-04-25,49.56,52.1,36190
2017-04-24,49.23,51.6,36280
2017-04-21,49.62,51.96,36340
2017-04-20,50.27,52.99,36310
2017-04-19,50.44,52.93,36640
2017-04-18,52.41,54.89,36910
2017-04-17,52.65,55.36,36900
2017-04-13,53.18,55.89,37100
2017-04-12,57.47,62.45,43350
2017-04-10,49.98,55.8,38450
2017-04-08,49.58,52.42,35090
2017-04-04,51.03,54.17,35700
2017-04-01,53.26,56.46,39770
2017-03-31,50.6,52.83,36380
2017-03-30,50.35,52.96,36450
2017-03-29,49.51,52.42,36360
2017-03-28,48.37,51.33,36300
2017-03-27,47.73,50.75,36270
2017-03-24,47.97,50.8,36300
2017-03-23,47.7,50.56,36480
2017-03-22,48.04,50.64,36350
2017-03-21,47.34,50.96,36750
2017-03-17,48.78,51.76,36900
2017-03-16,48.75,51.74,37070
2017-03-15,48.86,51.81,37060
2017-03-14,47.72,50.92,37050
2017-03-13,48.4,51.35,37000
2017-03-10,50.42,56.0,38790
2017-03-08,49.03,52.01,35310
2017-03-07,47.07,49.68,33760
2017-03-04,50.24,53.12,36320
2017-03-03,53.33,55.9,38780
2017-03-02,53.83,56.81,39130
2017-02-28,54.01,55.59,38740
2017-02-27,54.05,55.93,38750
2017-02-24,53.99,55.99,38780
2017-02-23,54.45,56.58,38750
2017-02-22,53.59,55.84,38850
2017-02-21,54.06,56.66,38830
2017-02-17,53.4,55.81,38650
2017-02-16,53.36,55.65,38700
2017-02-15,53.11,55.75,38750
2017-02-14,53.2,55.97,38490
2017-02-13,52.93,55.59,39090
2017-02-11,54.54,60.62,42150
2017-02-10,50.58,56.12,39200
2017-02-08,49.59,52.36,34850
2017-02-06,47.66,49.95,34480
2017-02-05,47.66,50.46,35420
2017-02-03,52.61,55.08,39340
2017-02-02,53.54,56.56,38640
2017-01-31,52.81,55.7,38780
2017-01-30,52.63,55.23,38820
2017-01-27,53.17,55.52,38830
2017-01-26,53.78,56.24,38710
2017-01-25,52.75,55.08,38690
2017-01-24,53.18,55.44,38620
2017-01-23,52.75,55.23,38750
2017-01-20,52.42,55.49,38650
2017-01-19,51.37,54.16,38560
2017-01-18,51.08,53.92,38720
2017-01-17,52.48,55.47,38670
2017-01-13,52.37,55.45,39280
2017-01-12,58.36,63.73,42740
2017-01-11,54.3,60.49,42420
2017-01-09,47.29,52.75,35460
2017-01-08,49.16,51.78,35600
2017-01-06,48.36,50.63,34850
2017-01-05,48.84,51.52,35640
2017-01-03,53.83,56.36,39280
2017-01-02,53.88,56.8,37930
2016-12-30,53.72,56.82,37920
2016-12-29,53.77,56.14,37920
2016-12-28,54.06,56.22,37970
2016-12-27,53.9,56.09,37790
2016-12-22,52.95,55.05,37720
2016-12-21,52.49,54.46,37990
2016-12-20,52.23,55.35,37850
2016-12-19,52.12,54.92,38050
2016-12-16,51.9,55.21,37730
2016-12-15,50.9,54.02,37550
2016-12-14,51.04,53.9,37540
2016-12-13,52.98,55.72,37760
2016-12-12,52.83,55.69,38350
2016-12-10,50.18,51.81,32300
2016-12-09,46.29,48.32,28180
2016-12-08,44.49,46.97,27070
2016-12-07,46.8,48.47,27900
2016-12-05,46.7,48.08,29820
2016-12-04,42.17,44.69,25890
2016-12-02,29.44,33.36,19970
2016-12-01,30.44,30.86,19820
2016-11-30,49.44,50.47,29830
2016-11-29,45.23,46.38,29910
2016-11-28,47.08,48.24,29840
2016-11-25,46.06,47.24,29950
2016-11-22,48.03,49.12,30130
2016-11-21,47.49,48.9,29720
2016-11-18,45.69,46.86,29350
2016-11-17,45.42,46.49,29280
2016-11-16,45.57,46.63,29550
2016-11-15,45.81,46.95,28680
2016-11-14,43.32,44.43,28540
2016-11-11,43.41,44.75,28610
2016-11-10,50.79,52.41,32610
2016-11-07,44.76,46.25,27570
2016-11-05,46.23,47.6,28750
2016-11-04,40.36,42.83,25540
2016-11-03,38.5,40.39,25090
2016-10-31,46.86,48.3,31980
2016-10-28,48.7,49.71,32100
2016-10-27,49.72,50.47,32000
2016-10-26,49.18,49.98,31930
2016-10-25,49.96,50.79,32090
2016-10-24,50.52,51.46,32080
2016-10-21,50.85,51.78,31970
2016-10-20,50.43,51.38,32290
2016-10-19,51.6,52.67,32160
2016-10-18,50.29,51.68,32110
2016-10-17,49.94,51.52,32240
2016-10-14,50.35,51.95,32290
2016-10-13,50.44,52.03,31810
2016-10-11,44.66,45.84,28730
2016-10-08,41.71,44.05,26280
2016-10-06,49.07,50.54,32170
2016-10-05,44.66,45.52,28010
2016-10-03,37.84,40.05,25150
2016-10-02,27.45,30.84,19520
2016-09-30,48.24,49.06,27800
2016-09-29,47.83,49.24,27910
2016-09-28,47.05,48.69,27570
2016-09-27,44.67,45.97,27750
2016-09-26,45.93,47.35,27700
2016-09-23,44.48,45.89,27900
2016-09-21,45.34,46.83,27870
2016-09-20,43.44,45.88,27560
2016-09-16,43.03,45.77,27840
2016-09-15,43.91,46.59,27720
2016-09-14,43.58,45.85,28300
2016-09-13,44.9,47.1,28420
2016-09-12,51.5,54.33,36890
2016-09-11,45.27,46.36,27470
2016-09-09,45.88,48.01,29000
2016-09-08,42.77,44.98,26700
2016-09-06,50.56,51.95,32600
2016-09-05,43.44,43.63,28920
2016-09-03,38.29,41.07,24430
2016-09-02,27.94,30.32,20790
2016-08-31,44.7,47.04,27850
2016-08-30,46.35,48.37,27890
2016-08-29,46.98,49.26,27860
2016-08-26,47.64,49.92,27820
2016-08-25,47.33,49.67,27770
2016-08-24,46.77,49.05,27790
2016-08-23,48.1,49.96,27700
2016-08-22,47.05,49.16,27980
2016-08-19,48.52,50.88,28350
2016-08-18,48.22,50.89,27970
2016-08-17,46.79,49.85,27880
2016-08-16,46.58,49.23,27300
2016-08-15,45.74,48.35,27200
2016-08-12,50.84,53.89,36060
2016-08-11,44.98,46.04,28460
2016-08-09,47.62,49.99,28690
2016-08-08,43.02,45.39,26300
2016-08-07,45.41,46.76,27430
2016-08-06,51.23,52.51,32050
2016-08-04,39.72,41.94,24770
2016-08-03,36.5,39.65,25000
2016-08-02,29.69,32.88,22350
2016-08-01,33.16,33.55,22200
2016-07-29,41.6,42.46,27810
2016-07-28,41.14,42.7,27820
2016-07-27,41.92,43.47,27950
2016-07-26,42.92,44.87,27910
2016-07-25,43.13,44.72,28060
2016-07-22,44.19,45.69,28080
2016-07-21,44.75,46.2,28530
2016-07-20,44.94,47.17,28360
2016-07-19,44.65,46.66,28400
2016-07-15,45.95,47.61,28460
2016-07-14,45.68,47.37,28370
2016-07-13,44.75,46.26,28670
2016-07-12,49.77,53.0,36610
2016-07-11,44.89,46.15,28370
2016-07-10,49.81,51.93,32340
2016-07-09,45.5,47.98,28000
2016-07-07,45.14,46.4,28480
2016-07-06,50.36,51.44,31720
2016-07-04,37.26,39.43,24930
2016-07-03,37.9,40.84,24650
2016-07-01,33.27,33.75,21110
2016-06-30,48.33,49.68,30740
2016-06-29,49.88,50.61,30670
2016-06-28,47.85,48.58,30590
2016-06-27,46.33,47.16,30670
2016-06-24,47.64,48.41,30600
2016-06-23,50.11,50.91,30970
2016-06-22,49.13,49.88,31110
2016-06-21,48.85,50.62,30970
2016-06-20,49.37,50.65,30900
2016-06-17,47.98,49.17,30380
2016-06-16,46.21,47.19,30600
2016-06-15,48.01,48.97,31140
2016-06-14,48.49,49.83,31340
2016-06-13,48.88,50.35,31310
2016-06-12,50.93,53.93,36970
2016-06-10,50.44,52.51,31750
2016-06-09,44.83,47.26,28850
2016-06-07,47.43,48.8,28040
2016-06-06,49.69,50.55,31090
2016-06-05,44.66,45.37,28010
2016-06-04,37.75,39.84,24430
2016-06-01,33.97,34.23,23330
2016-05-31,49.1,49.69,30390
2016-05-27,49.33,49.32,30350
2016-05-26,49.48,49.59,30450
2016-05-25,49.56,49.74,30410
2016-05-24,48.62,48.61,30160
2016-05-23,48.08,48.35,30260
2016-05-20,47.75,48.72,30520
2016-05-19,48.16,48.81,30220
2016-05-18,48.19,48.93,30440
2016-05-17,48.31,49.28,30460
2016-05-16,47.72,48.97,30030
2016-05-13,46.21,47.83,29730
2016-05-12,51.79,54.94,36340
2016-05-10,49.83,51.86,31450
2016-05-08,41.8,44.27,25870
2016-05-07,46.6,47.96,29050
2016-05-04,35.89,37.87,23950
2016-05-02,30.89,34.06,22230
2016-05-01,35.97,36.42,24330
2016-04-28,46.03,48.14,26840
2016-04-27,45.33,47.18,26850
2016-04-26,44.04,45.74,26700
2016-04-25,42.64,44.48,26760
2016-04-22,43.73,45.11,26750
2016-04-21,43.18,44.53,26900
2016-04-20,42.63,45.8,26120
2016-04-19,41.08,44.03,26230
2016-04-18,39.78,42.91,25410
2016-04-15,40.36,43.1,26560
2016-04-14,41.5,43.84,26400
2016-04-13,41.76,44.18,26660
2016-04-11,44.07,45.58,28190
2016-04-10,48.69,50.87,30830
2016-04-08,41.93,44.29,25720
2016-04-04,35.7,37.69,24370
2016-04-03,35.92,38.72,23350
2016-04-02,31.72,34.46,23360
2016-04-01,36.76,37.22,25340
2016-03-31,38.34,39.6,24990
2016-03-30,38.32,39.26,24980
2016-03-29,38.28,39.14,25020
2016-03-28,39.39,40.27,25100
2016-03-24,39.46,40.44,24980
2016-03-23,39.79,40.47,25380
2016-03-22,41.45,41.79,25230
2016-03-18,39.44,41.2,25150
2016-03-17,40.2,41.54,24900
2016-03-16,38.46,40.33,24450
2016-03-15,36.34,38.74,24410
2016-03-14,37.18,39.53,24960
2016-03-10,48.81,50.89,30080
2016-03-08,40.83,43.1,24660
2016-03-06,48.62,49.64,31910
2016-03-03,34.57,37.07,23050
2016-03-02,32.28,35.04,21380
2016-02-29,33.75,35.97,21240
2016-02-26,32.78,35.1,21250
2016-02-25,33.07,35.29,21250
2016-02-24,32.15,34.41,21000
2016-02-23,31.87,33.27,21280
2016-02-22,31.48,34.69,21130
2016-02-19,29.64,33.01,21300
2016-02-18,30.77,34.28,21650
2016-02-17,30.66,34.5,20690
2016-02-16,29.04,32.18,21680
2016-02-12,51.68,54.46,36040
2016-02-11,45.34,46.86,29210
2016-02-09,44.44,46.83,27490
2016-02-08,39.51,41.8,25240
2016-02-06,49.17,50.04,31690
2016-02-05,44.78,45.83,28900
2016-02-03,34.66,36.93,23050
2016-02-02,29.88,32.72,22220
2016-01-29,33.62,34.74,19960
2016-01-28,33.22,33.89,19820
2016-01-27,32.3,33.1,19800
2016-01-26,31.45,31.8,19500
2016-01-25,30.34,30.5,20480
2016-01-22,32.19,32.18,19790
2016-01-21,29.53,29.25,19100
2016-01-20,26.55,27.88,19100
2016-01-19,28.46,28.76,19670
2016-01-15,29.42,28.94,20030
2016-01-14,31.2,31.03,19990
2016-01-13,30.48,30.31,20410
2016-01-12,51.06,53.94,35550
2016-01-11,46.67,48.14,29970
2016-01-09,43.16,45.45,28500
2016-01-08,40.06,42.14,26310
2016-01-07,48.99,50.35,29410
2016-01-06,49.01,49.72,31650
2016-01-04,36.79,38.67,25600
2016-01-03,34.4,36.81,22950
2016-01-02,31.62,34.24,24100
2015-12-30,36.6,36.46,26500
2015-12-29,37.87,37.79,26460
2015-12-28,36.81,36.62,26610
2015-12-24,38.1,37.89,26780
2015-12-22,36.14,36.11,26540
2015-12-21,34.74,36.35,26400
2015-12-18,34.73,36.88,26770
2015-12-17,34.95,37.06,26770
2015-12-16,35.52,37.19,27260
2015-12-15,37.35,38.45,26810
2015-12-14,36.31,37.92,26870
2015-12-11,41.75,44.06,33500
2015-12-08,43.3,49.66,38640
2015-12-06,59.96,63.87,48940
2015-12-05,60.75,66.86,47850
2015-12-03,47.05,57.08,43030
2015-12-02,51.21,57.05,40760
2015-11-30,41.65,44.61,32130
2015-11-27,41.71,44.86,32230
2015-11-25,43.04,46.17,32400
2015-11-24,42.87,46.12,32170
2015-11-20,40.39,44.66,32140
2015-11-19,40.54,44.18,32240
2015-11-18,40.75,44.14,31900
2015-11-17,40.67,43.57,32210
2015-11-16,41.74,44.56,32160
2015-11-13,40.74,43.61,32550
2015-11-12,35.62,37.93,28010
2015-11-11,42.93,45.81,34080
2015-11-09,44.63,48.14,35480
2015-11-08,43.08,49.18,39400
2015-11-06,60.77,65.11,48970
2015-11-05,59.25,64.91,47900
2015-11-03,48.17,57.54,42690
2015-10-30,46.59,49.56,34700
2015-10-29,46.06,48.8,34710
2015-10-28,45.94,49.05,34580
2015-10-27,43.2,46.81,34580
2015-10-26,43.98,47.54,34710
2015-10-23,44.6,47.99,34800
2015-10-22,45.38,48.08,34700
2015-10-21,45.2,47.85,34920
2015-10-20,45.55,48.71,34870
2015-10-19,45.89,48.61,35350
2015-10-16,47.26,50.46,35460
2015-10-15,46.38,48.71,35140
2015-10-14,46.64,49.15,35270
2015-10-13,46.66,49.24,35500
2015-10-12,36.76,39.73,28230
2015-10-11,44.21,47.44,34330
2015-10-09,45.92,48.89,34650
2015-10-08,44.96,50.41,38270
2015-10-07,52.74,58.73,45270
2015-10-06,61.43,65.7,48860
2015-10-04,51.64,57.87,41600
2015-10-03,48.29,56.39,43580
2015-10-02,50.02,56.43,41100
2015-09-30,45.09,48.37,34300
2015-09-29,45.23,48.23,34280
2015-09-28,44.43,47.34,34370
2015-09-25,45.7,48.6,34460
2015-09-24,44.91,48.17,34360
2015-09-18,44.68,47.47,34480
2015-09-17,46.9,49.08,34990
2015-09-16,47.15,49.75,34130
2015-09-15,44.59,46.63,34140
2015-09-14,44.0,46.37,34920
2015-09-12,37.16,40.11,28470
2015-09-11,43.87,47.19,34620
2015-09-10,49.63,52.65,37590
2015-09-09,44.15,47.58,36050
2015-09-07,52.78,58.61,44360
2015-09-06,60.14,64.88,47680
2015-09-04,50.79,56.57,41280
2015-09-03,50.0,58.53,43810
2015-09-02,52.86,58.34,41340
2015-09-01,48.36,50.11,36550
2015-08-31,49.2,54.15,36950
2015-08-28,45.22,50.05,37000
2015-08-27,42.56,47.56,36540
2015-08-26,38.6,43.14,36480
2015-08-25,39.31,43.21,36300
2015-08-24,38.24,42.69,36690
2015-08-21,40.45,45.46,37300
2015-08-20,41.14,46.62,37750
2015-08-19,40.8,47.16,38320
2015-08-18,42.62,48.81,38440
2015-08-17,41.87,48.74,38440
2015-08-14,42.5,49.03,38880
2015-08-13,42.23,49.22,39270
2015-08-12,37.51,40.26,28850
2015-08-10,49.43,53.05,36250
2015-08-09,45.94,49.52,34630
2015-08-07,51.65,57.05,43500
2015-08-06,58.14,62.69,48310
2015-08-05,59.39,65.39,47660
2015-08-04,50.42,55.55,42220
2015-08-01,48.79,50.96,36950
2015-07-31,47.12,52.21,43620
2015-07-30,48.52,53.31,43590
2015-07-29,48.79,53.38,43600
2015-07-28,47.98,53.3,43590
2015-07-27,47.39,53.47,43890
2015-07-24,48.14,54.62,44000
2015-07-23,48.45,55.27,44020
2015-07-22,49.19,56.13,44210
2015-07-21,50.36,57.04,44150
2015-07-17,50.89,57.1,44380
2015-07-16,50.91,57.51,44420
2015-07-15,51.41,57.05,44850
2015-07-14,53.04,58.51,44600
2015-07-13,52.2,57.85,44280
2015-07-12,37.65,40.73,30000
2015-07-10,47.81,51.33,37180
2015-07-08,43.87,48.61,39240
2015-07-07,52.33,56.85,43950
2015-07-05,58.94,65.54,48760
2015-07-04,53.98,59.1,41900
2015-07-01,48.65,51.15,36190
2015-06-30,59.47,63.59,48120
2015-06-29,58.33,62.01,48200
2015-06-26,59.63,63.26,48300
2015-06-25,59.7,63.2,48350
2015-06-24,60.27,63.49,48350
2015-06-23,61.01,64.45,48200
2015-06-22,59.68,63.34,48080
2015-06-19,59.61,63.02,48360
2015-06-18,60.45,64.26,48210
2015-06-17,59.92,63.87,48310
2015-06-16,59.97,63.7,48360
2015-06-15,59.52,62.61,48500
2015-06-11,44.29,47.42,34580
2015-06-10,48.53,51.92,35390
2015-06-08,44.66,49.52,38970
2015-06-07,52.53,56.54,45300
2015-06-04,52.14,58.12,40950
2015-06-03,49.61,59.73,44340
2015-06-02,51.69,57.8,40820
2015-06-01,47.93,51.1,38040
2015-05-29,60.3,65.56,48230
2015-05-28,57.68,62.58,48170
2015-05-27,57.51,62.06,48200
2015-05-26,58.03,63.72,48320
2015-05-22,59.72,65.37,48500
2015-05-21,60.72,66.54,48250
2015-05-20,58.98,65.03,47850
2015-05-19,57.26,64.02,48420
2015-05-18,59.43,66.27,48730
2015-05-15,59.69,66.81,48380
2015-05-14,59.88,66.59,48400
2015-05-13,60.5,66.81,48850
2015-05-11,45.2,47.98,34560
2015-05-10,46.26,49.25,34660
2015-05-08,45.15,49.59,39500
2015-05-06,59.13,63.31,47520
2015-05-03,50.76,60.48,44320
2015-05-02,50.48,56.57,37890
2015-05-01,50.04,53.11,40630
2015-04-30,59.63,66.78,44050
2015-04-28,57.06,64.64,43900
2015-04-27,56.99,64.83,43950
2015-04-24,57.15,65.28,43880
2015-04-23,57.74,64.85,43680
2015-04-22,56.16,62.73,43500
2015-04-21,55.26,62.08,43900
2015-04-20,56.38,63.45,44040
2015-04-17,55.74,63.45,43800
2015-04-16,56.71,63.98,43860
2015-04-15,56.39,60.32,42750
2015-04-14,53.29,58.43,42290
2015-04-13,51.91,57.93,42140
2015-04-12,39.97,43.0,30810
2015-04-11,46.32,48.58,35860
2015-04-09,46.05,49.61,36180
2015-04-08,45.74,49.99,38730
2015-04-06,58.0,62.03,48400
2015-04-03,51.53,60.55,44510
2015-04-02,48.45,54.16,41350
2015-03-31,47.6,55.11,41510
2015-03-30,48.68,56.29,41510
2015-03-27,48.87,56.41,41710
2015-03-26,51.43,59.19,41610
2015-03-25,49.21,56.48,41290
2015-03-24,47.51,55.11,41320
2015-03-23,47.45,55.92,41200
2015-03-20,45.72,55.32,41140
2015-03-19,43.96,54.43,41340
2015-03-18,44.66,55.91,41020
2015-03-17,43.46,53.51,41250
2015-03-16,43.88,53.44,41490
2015-03-13,44.84,54.67,42610
2015-03-12,41.08,43.84,30870
2015-03-09,46.75,50.68,36670
2015-03-08,45.17,49.52,40460
2015-03-06,59.64,63.8,49380
2015-03-03,50.52,61.02,44560
2015-03-02,53.05,57.91,39260
2015-02-27,49.76,62.58,41630
2015-02-26,48.17,60.05,41690
2015-02-25,50.99,61.63,41560
2015-02-24,49.28,58.66,41610
2015-02-23,49.45,58.9,41930
2015-02-20,50.34,60.22,42260
2015-02-19,51.16,60.21,41970
2015-02-18,52.14,60.53,42330
2015-02-17,53.53,62.53,42200
2015-02-13,52.78,61.52,41480
2015-02-12,39.94,42.49,31280
2015-02-11,46.14,48.79,35570
2015-02-10,45.54,48.13,34330
2015-02-09,46.25,50.5,35070
2015-02-07,56.93,62.07,47690
2015-02-06,61.26,65.49,49390
2015-02-04,49.14,54.95,41630
2015-02-03,49.59,59.54,45500
2015-02-02,49.57,54.75,36920
2015-01-30,48.24,52.99,34300
2015-01-29,44.53,49.13,34300
2015-01-28,44.45,48.47,34320
2015-01-27,46.23,49.6,34330
2015-01-26,45.15,48.16,34090
2015-01-23,45.59,48.79,34350
2015-01-22,46.31,48.52,34320
2015-01-21,47.78,49.03,34090
2015-01-20,46.39,47.99,34340
2015-01-16,48.69,50.17,33830
2015-01-15,46.25,47.67,34330
2015-01-14,48.48,48.69,33220
2015-01-13,45.89,46.59,33600
2015-01-12,41.85,44.44,31920
2015-01-10,44.74,47.69,34920
2015-01-09,45.41,49.56,38910
2015-01-07,56.96,62.01,47700
2015-01-06,60.2,64.88,49320
2015-01-05,59.15,66.46,47910
2015-01-04,50.09,57.1,40610
2014-12-30,54.12,57.9,45620
2014-12-29,53.61,57.88,45870
2014-12-26,54.73,59.45,46020
2014-12-24,55.84,60.24,46100
2014-12-22,55.26,60.11,46190
2014-12-19,56.52,61.38,45550
2014-12-18,54.11,59.27,45940
2014-12-17,56.47,61.18,44930
2014-12-16,55.93,59.86,45500
2014-12-15,55.91,61.06,46490
2014-12-12,57.81,61.85,47180
2014-12-11,77.18,80.38,57340
2014-12-09,92.27,97.11,65300
2014-12-08,97.37,103.02,66560
2014-12-06,106.53,113.02,68290
2014-12-05,100.59,108.41,67100
2014-12-03,97.99,108.02,67540
2014-12-02,100.37,108.79,67190
2014-11-28,66.15,70.15,56350
2014-11-26,73.69,77.75,56640
2014-11-25,74.09,78.33,56830
2014-11-21,76.51,80.36,56800
2014-11-20,75.58,79.33,56600
2014-11-19,74.58,78.1,56570
2014-11-18,74.61,78.47,56410
2014-11-17,75.64,79.31,56200
2014-11-14,75.82,79.41,55670
2014-11-13,74.21,77.92,57000
2014-11-12,59.95,63.68,47500
2014-11-11,77.94,81.67,57800
2014-11-09,92.83,98.08,65260
2014-11-08,98.08,104.68,66720
2014-11-07,100.83,106.66,68250
2014-11-06,104.4,109.95,68140
2014-11-04,103.74,107.33,66820
2014-11-03,100.03,108.55,67820
2014-10-31,80.54,85.86,58890
2014-10-30,81.12,86.24,58870
2014-10-29,82.2,87.12,58750
2014-10-28,81.42,86.03,58700
2014-10-27,81.0,85.83,58820
2014-10-24,81.01,86.13,58800
2014-10-23,82.09,86.83,58340
2014-10-22,80.52,84.71,58540
2014-10-21,82.81,86.22,58470
2014-10-20,82.71,85.4,59200
2014-10-17,82.75,86.16,58760
2014-10-16,82.7,84.47,57850
2014-10-15,81.78,83.78,59040
2014-10-14,81.84,85.04,60350
2014-10-12,60.94,64.24,48700
2014-10-11,77.4,82.34,58350
2014-10-10,85.82,90.21,60290
2014-10-09,91.67,98.04,65620
2014-10-07,102.93,108.67,68100
2014-10-06,104.35,109.52,68160
2014-10-04,103.4,107.46,66870
2014-10-03,101.12,108.08,67690
2014-10-02,100.06,108.63,67170
2014-10-01,92.72,107.25,68750
2014-09-30,91.16,94.67,65250
2014-09-29,94.57,97.2,65230
2014-09-26,93.54,97.0,65250
2014-09-25,92.53,97.0,65260
2014-09-24,92.8,96.95,65160
2014-09-22,91.52,96.97,65300
2014-09-19,92.41,98.39,65360
2014-09-18,93.07,97.7,65360
2014-09-17,94.42,98.97,65280
2014-09-16,94.88,99.05,65000
2014-09-12,63.82,66.84,48770
2014-09-10,85.77,90.05,61770
2014-09-09,92.75,99.16,65800
2014-09-07,102.29,108.28,68300
2014-09-06,104.41,109.99,67790
2014-09-05,99.99,107.89,67010
2014-09-04,103.6,107.98,66890
2014-09-01,91.66,106.39,68870
2014-08-29,95.96,103.19,66040
2014-08-28,94.55,102.46,65960
2014-08-27,93.88,102.72,66100
2014-08-26,93.86,102.5,65960
2014-08-25,93.35,102.65,65950
2014-08-22,93.65,102.29,65900
2014-08-21,93.96,102.63,65900
2014-08-20,96.07,102.28,65800
2014-08-19,94.48,101.56,65710
2014-08-18,96.41,101.6,65720
2014-08-15,97.35,103.53,66020
2014-08-14,95.58,102.01,66320
2014-08-13,97.59,104.28,66100
2014-08-12,63.05,66.19,50670
2014-08-10,87.31,91.38,61900
2014-08-09,92.66,100.2,65690
2014-08-08,97.65,105.02,67160
2014-08-07,103.4,108.94,68810
2014-08-05,100.26,108.04,66880
2014-08-04,102.56,107.67,66860
2014-08-01,92.33,107.15,68870
2014-07-31,98.17,106.02,68000
2014-07-30,100.27,106.51,68040
2014-07-29,100.97,107.72,67950
2014-07-28,101.67,107.57,67950
2014-07-25,102.09,108.39,67920
2014-07-24,102.07,107.07,67900
2014-07-23,103.12,108.03,67800
2014-07-22,104.42,107.33,67950
2014-07-18,103.13,107.24,67900
2014-07-17,103.19,107.89,67720
2014-07-16,101.2,105.85,67730
2014-07-15,99.96,106.02,67850
2014-07-14,100.91,106.98,67700
2014-07-11,78.65,83.39,57910
2014-07-10,88.85,92.11,62930
2014-07-08,97.34,105.44,66740
2014-07-07,103.53,110.24,69170
2014-07-05,100.77,108.13,66340
2014-07-04,100.44,105.82,66750
2014-07-03,102.58,109.0,67780
2014-07-02,99.88,109.57,66330
2014-07-01,93.67,107.35,68540
2014-06-30,105.37,112.36,69380
2014-06-27,105.74,113.3,69350
2014-06-26,105.84,113.21,69400
2014-06-25,106.5,114.0,69450
2014-06-24,106.03,114.46,69460
2014-06-23,106.17,114.12,69580
2014-06-20,107.26,114.81,69700
2014-06-19,106.43,115.06,69750
2014-06-18,105.97,114.26,69510
2014-06-17,106.36,113.45,69310
2014-06-16,106.9,112.94,69270
2014-06-13,106.91,113.41,69300
2014-06-11,77.91,82.86,57890
2014-06-10,90.34,92.79,62920
2014-06-08,96.92,104.59,66920
2014-06-06,102.66,108.61,67950
2014-06-03,101.56,108.1,67530
2014-06-02,97.84,107.19,65450
2014-06-01,93.43,106.73,68320
2014-05-30,102.71,109.41,67710
2014-05-29,103.58,109.97,67750
2014-05-28,102.72,109.81,67720
2014-05-27,104.11,110.02,67840
2014-05-23,104.35,110.54,67810
2014-05-22,103.74,110.36,67850
2014-05-21,104.07,110.55,67620
2014-05-20,102.44,109.69,67610
2014-05-19,102.61,109.37,67790
2014-05-16,102.02,109.75,67600
2014-05-15,101.5,110.44,67620
2014-05-14,102.37,110.19,67620
2014-05-13,101.7,109.24,67340
2014-05-12,65.84,69.07,50570
2014-05-11,78.68,82.95,57550
2014-05-09,93.29,100.82,66180
2014-05-08,97.38,104.61,67140
2014-05-06,102.48,108.79,67790
2014-05-03,101.45,107.76,67920
2014-05-02,97.38,106.25,65270
2014-04-30,99.74,108.07,67650
2014-04-28,100.84,108.12,67730
2014-04-25,100.6,109.58,67760
2014-04-24,101.94,110.33,67690
2014-04-23,101.44,109.11,67720
2014-04-22,102.13,109.27,67750
2014-04-21,104.37,109.95,67680
2014-04-17,104.3,109.53,67650
2014-04-16,103.76,109.6,67630
2014-04-15,103.75,108.74,67390
2014-04-14,104.05,109.07,66960
2014-04-12,66.81,69.64,51310
2014-04-11,77.19,82.82,58110
2014-04-09,94.45,101.83,66240
2014-04-08,98.29,105.41,67300
2014-04-06,102.64,108.4,68220
2014-04-04,101.14,106.72,67410
2014-04-03,103.33,109.3,68410
2014-04-02,97.19,105.78,64790
2014-03-31,101.58,107.76,67110
2014-03-28,101.67,108.07,67140
2014-03-27,101.28,107.83,67100
2014-03-26,100.26,107.03,67100
2014-03-25,99.19,106.99,67050
2014-03-24,99.6,106.81,67050
2014-03-20,99.43,106.45,67030
2014-03-19,100.37,105.85,66900
2014-03-18,99.7,106.79,66950
2014-03-17,98.08,106.24,67370
2014-03-14,98.89,108.57,67000
2014-03-13,98.2,107.39,67350
2014-03-12,67.38,69.92,51440
2014-03-10,89.74,92.31,63650
2014-03-09,95.54,102.77,65710
2014-03-07,104.06,111.0,69300
2014-03-06,102.66,108.82,67860
2014-03-04,100.29,106.15,66640
2014-03-03,104.92,111.2,68290
2014-03-02,96.43,106.04,65940
2014-02-28,102.59,109.07,67440
2014-02-27,102.4,108.96,67460
2014-02-26,102.59,109.52,67430
2014-02-25,101.83,109.51,67720
2014-02-24,102.82,110.64,67700
2014-02-21,102.2,109.85,67630
2014-02-20,102.92,110.3,67550
2014-02-19,103.31,110.47,67700
2014-02-18,102.43,110.46,67620
2014-02-14,100.3,109.08,67090
2014-02-13,100.35,108.73,66940
2014-02-12,66.88,70.54,52240
2014-02-10,91.01,93.42,63900
2014-02-09,92.88,100.34,66660
2014-02-07,104.48,111.24,69570
2014-02-06,102.47,108.83,67950
2014-02-05,99.76,108.59,67390
2014-02-04,99.62,104.79,67000
2014-01-31,97.49,106.4,68000
2014-01-30,98.23,107.95,67990
2014-01-29,97.36,107.85,68100
2014-01-28,97.41,107.41,68010
